material,plant,demand_date,mrp_element_cd,mrp_element,change_quantity,total_quantity,storage_location,supplier_nr,planner,line_index
7430935-05,MC10,09/24/21,PP,IndReq,-228,496,,,114,116
7430935-05,MC10,09/24/21,LE,SchAgr,240,897,,22325910,114,126
7430935-05,MC10,09/24/21,PP,IndReq,-210,687,,,114,127
7430935-05,MC10,09/24/21,LE,SchAgr,240,911,,22325910,114,131
7430935-05,MC10,09/24/21,PP,IndReq,-210,701,,,114,132
7430935-05,MC10,09/24/21,LE,SchAgr,240,901,,22325910,114,132
7430935-05,MC10,09/24/21,LE,SchAgr,240,953,,22325910,114,138
7430935-05,MC10,09/24/21,PP,IndReq,-239,714,,,114,139
7430935-05,MC10,09/24/21,LE,SchAgr,240,731,,22325910,114,141
7430935-05,MC10,09/24/21,PP,IndReq,-176,555,,,114,142
7430935-05,MC10,09/25/21,SB,DepReq,-2,454,PLT1,,114,22
7430935-05,MC10,09/25/21,LE,SchAgr,180,550,,22325910,114,38
7430935-05,MC10,09/25/21,PP,IndReq,-150,400,,,114,39
7430935-05,MC10,09/25/21,PP,IndReq,-168,444,,,114,96
7430935-05,MC10,09/25/21,LE,SchAgr,180,617,,22325910,114,98
7430935-05,MC10,09/25/21,PP,IndReq,-166,451,,,114,99
7430935-05,MC10,09/25/21,LE,SchAgr,180,660,,22325910,114,115
7430935-05,MC10,09/25/21,PP,IndReq,-186,474,,,114,116
7430935-05,MC10,09/25/21,LE,SchAgr,180,676,,22325910,114,117
7430935-05,MC10,09/25/21,PP,IndReq,-196,480,,,114,118
7430935-05,MC10,09/25/21,LE,SchAgr,180,867,,22325910,114,128
7430935-05,MC10,09/25/21,PP,IndReq,-427,440,,,114,129
7430935-05,MC10,09/25/21,LE,SchAgr,180,881,,22325910,114,133
7430935-05,MC10,09/25/21,PP,IndReq,-437,434,,,114,135
7430935-05,MC10,09/25/21,LE,SchAgr,240,954,,22325910,114,140
7430935-05,MC10,09/25/21,LE,SchAgr,180,735,,22325910,114,143
7430935-05,MC10,09/25/21,PP,IndReq,-280,455,,,114,144
7430935-05,MC10,09/27/21,SH,SafeSt,-60,319,,,114,2
7430935-05,MC10,09/27/21,LA,ShipNt,180,499,,22325910,114,3
7430935-05,MC10,09/27/21,LE,SchAgr,180,580,,22325910,114,40
7430935-05,MC10,09/27/21,PP,IndReq,-176,404,,,114,41
7430935-05,MC10,09/27/21,LE,SchAgr,240,684,,22325910,114,97
7430935-05,MC10,09/27/21,PP,IndReq,-214,470,,,114,98
7430935-05,MC10,09/27/21,LE,SchAgr,240,691,,22325910,114,100
7430935-05,MC10,09/27/21,PP,IndReq,-216,475,,,114,101
7430935-05,MC10,09/27/21,LE,SchAgr,240,714,,22325910,114,117
7430935-05,MC10,09/27/21,PP,IndReq,-236,478,,,114,118
7430935-05,MC10,09/27/21,LE,SchAgr,240,720,,22325910,114,119
7430935-05,MC10,09/27/21,PP,IndReq,-247,473,,,114,120
7430935-05,MC10,09/27/21,LE,SchAgr,180,620,,22325910,114,130
7430935-05,MC10,09/27/21,PP,IndReq,-217,403,,,114,131
7430935-05,MC10,09/27/21,LE,SchAgr,120,564,,22325910,114,135
7430935-05,MC10,09/27/21,PP,IndReq,-220,344,,,114,136
7430935-05,MC10,09/27/21,LE,SchAgr,180,614,,22325910,114,136
7430935-05,MC10,09/27/21,LE,SchAgr,120,614,,22325910,114,142
7430935-05,MC10,09/27/21,PP,IndReq,-229,385,,,114,143
7430935-05,MC10,09/27/21,LE,SchAgr,240,695,,22325910,114,145
7430935-05,MC10,09/27/21,PP,IndReq,-224,471,,,114,146
7430935-05,MC10,09/28/21,SB,DepReq,-88,369,PLT1,,114,7
7430935-05,MC10,09/28/21,LE,SchAgr,180,584,,22325910,114,42
7430935-05,MC10,09/28/21,PP,IndReq,-190,394,,,114,43
7430935-05,MC10,09/28/21,PP,IndReq,-218,492,,,114,100
7430935-05,MC10,09/28/21,PP,IndReq,-220,495,,,114,103
7430935-05,MC10,09/28/21,LE,SchAgr,240,718,,22325910,114,119
7430935-05,MC10,09/28/21,PP,IndReq,-233,485,,,114,120
7430935-05,MC10,09/28/21,LE,SchAgr,240,713,,22325910,114,121
7430935-05,MC10,09/28/21,PP,IndReq,-228,485,,,114,122
7430935-05,MC10,09/28/21,PP,IndReq,-189,214,,,114,132
7430935-05,MC10,09/28/21,LE,SchAgr,60,404,,22325910,114,137
7430935-05,MC10,09/28/21,PP,IndReq,-215,170,,,114,144
7430935-05,MC10,09/28/21,LE,SchAgr,180,651,,22325910,114,147
7430935-05,MC10,09/28/21,PP,IndReq,-220,431,,,114,148
7430935-05,MC10,09/29/21,LE,SchAgr,120,489,,22325910,114,8
7430935-05,MC10,09/29/21,SB,DepReq,-2,487,PLT1,,114,9
7430935-05,MC10,09/29/21,SB,DepReq,-3,564,PLT1,,114,31
7430935-05,MC10,09/29/21,LE,SchAgr,240,634,,22325910,114,44
7430935-05,MC10,09/29/21,PP,IndReq,-184,450,,,114,45
7430935-05,MC10,09/29/21,LE,SchAgr,180,672,,22325910,114,101
7430935-05,MC10,09/29/21,PP,IndReq,-225,447,,,114,102
7430935-05,MC10,09/29/21,LE,SchAgr,180,665,,22325910,114,121
7430935-05,MC10,09/29/21,PP,IndReq,-233,432,,,114,122
7430935-05,MC10,09/29/21,LE,SchAgr,180,665,,22325910,114,123
7430935-05,MC10,09/29/21,PP,IndReq,-226,439,,,114,124
7430935-05,MC10,09/29/21,LE,SchAgr,180,394,,22325910,114,133
7430935-05,MC10,09/29/21,PP,IndReq,-155,239,,,114,134
7430935-05,MC10,09/29/21,LE,SchAgr,180,389,,22325910,114,139
7430935-05,MC10,09/29/21,LE,SchAgr,180,399,,22325910,114,139
7430935-05,MC10,09/29/21,PP,IndReq,-158,241,,,114,140
7430935-05,MC10,09/29/21,PP,IndReq,-158,231,,,114,140
7430935-05,MC10,09/29/21,PP,IndReq,-135,215,,,114,146
7430935-05,MC10,09/29/21,LE,SchAgr,120,551,,22325910,114,149
7430935-05,MC10,09/29/21,PP,IndReq,-225,326,,,114,150
7430935-05,MC10,09/30/21,WB,Stock,381,381,,,114,1
7430935-05,MC10,09/30/21,SH,SafeSt,-60,321,,,114,2
7430935-05,MC10,09/30/21,LA,ShipNt,240,561,,22325910,114,3
7430935-05,MC10,09/30/21,SB,DepReq,-4,557,PLT1,,114,4
7430935-05,MC10,09/30/21,SB,DepReq,-143,414,PLT1,,114,5
7430935-05,MC10,09/30/21,LE,SchAgr,240,583,,22325910,114,11
7430935-05,MC10,09/30/21,SB,DepReq,-7,576,PLT1,,114,12
7430935-05,MC10,09/30/21,LE,SchAgr,240,660,,22325910,114,33
7430935-05,MC10,09/30/21,LE,SchAgr,180,630,,22325910,114,46
7430935-05,MC10,09/30/21,PP,IndReq,-188,442,,,114,47
7430935-05,MC10,09/30/21,PP,IndReq,-214,353,,,114,104
7430935-05,MC10,09/30/21,LE,SchAgr,120,573,,22325910,114,106
7430935-05,MC10,09/30/21,PP,IndReq,-218,355,,,114,107
7430935-05,MC10,09/30/21,LE,SchAgr,180,612,,22325910,114,123
7430935-05,MC10,09/30/21,PP,IndReq,-229,383,,,114,124
7430935-05,MC10,09/30/21,LE,SchAgr,180,619,,22325910,114,125
7430935-05,MC10,09/30/21,PP,IndReq,-241,378,,,114,126
7430935-05,MC10,09/30/21,LE,SchAgr,420,659,,22325910,114,135
7430935-05,MC10,09/30/21,PP,IndReq,-40,619,,,114,136
7430935-05,MC10,09/30/21,LE,SchAgr,420,661,,22325910,114,141
7430935-05,MC10,09/30/21,PP,IndReq,-41,620,,,114,142
7430935-05,MC10,09/30/21,LE,SchAgr,240,566,,22325910,114,151
7430935-05,MC10,09/30/21,PP,IndReq,-170,396,,,114,152
7430935-05,MC10,10/01/21,LE,SchAgr,180,594,,22325910,114,6
7430935-05,MC10,10/01/21,SB,DepReq,-9,585,PLT1,,114,7
7430935-05,MC10,10/01/21,SB,DepReq,-136,449,PLT1,,114,8
7430935-05,MC10,10/01/21,LE,SchAgr,180,586,,22325910,114,15
7430935-05,MC10,10/01/21,LE,SchAgr,180,622,,22325910,114,48
7430935-05,MC10,10/01/21,PP,IndReq,-204,418,,,114,49
7430935-05,MC10,10/01/21,LE,SchAgr,240,595,,22325910,114,108
7430935-05,MC10,10/01/21,PP,IndReq,-182,413,,,114,109
7430935-05,MC10,10/01/21,LE,SchAgr,240,623,,22325910,114,125
7430935-05,MC10,10/01/21,PP,IndReq,-197,426,,,114,126
7430935-05,MC10,10/01/21,LE,SchAgr,240,618,,22325910,114,127
7430935-05,MC10,10/01/21,PP,IndReq,-195,423,,,114,128
7430935-05,MC10,10/01/21,LE,SchAgr,180,799,,22325910,114,137
7430935-05,MC10,10/01/21,PP,IndReq,-184,615,,,114,138
7430935-05,MC10,10/01/21,LE,SchAgr,180,790,,22325910,114,143
7430935-05,MC10,10/01/21,LE,SchAgr,180,800,,22325910,114,143
7430935-05,MC10,10/01/21,PP,IndReq,-182,608,,,114,144
7430935-05,MC10,10/01/21,PP,IndReq,-182,618,,,114,144
7430935-05,MC10,10/01/21,LE,SchAgr,180,576,,22325910,114,153
7430935-05,MC10,10/01/21,PP,IndReq,-141,435,,,114,154
7430935-05,MC10,10/02/21,LE,SchAgr,360,809,,22325910,114,9
7430935-05,MC10,10/02/21,SB,DepReq,-4,805,PLT1,,114,10
7430935-05,MC10,10/02/21,SB,DepReq,-222,583,PLT1,,114,11
7430935-05,MC10,10/02/21,SB,DepReq,-3,801,PLT1,,114,19
7430935-05,MC10,10/02/21,SB,DepReq,-216,585,PLT1,,114,20
7430935-05,MC10,10/02/21,LE,SchAgr,240,658,,22325910,114,50
7430935-05,MC10,10/02/21,PP,IndReq,-181,477,,,114,51
7430935-05,MC10,10/02/21,LE,SchAgr,180,576,,22325910,114,78
7430935-05,MC10,10/02/21,LE,SchAgr,180,584,,22325910,114,107
7430935-05,MC10,10/02/21,PP,IndReq,-141,443,,,114,108
7430935-05,MC10,10/02/21,LE,SchAgr,180,593,,22325910,114,110
7430935-05,MC10,10/02/21,LE,SchAgr,180,606,,22325910,114,127
7430935-05,MC10,10/02/21,PP,IndReq,-174,432,,,114,128
7430935-05,MC10,10/02/21,LE,SchAgr,180,603,,22325910,114,129
7430935-05,MC10,10/02/21,PP,IndReq,-165,438,,,114,130
7430935-05,MC10,10/02/21,LE,SchAgr,240,855,,22325910,114,139
7430935-05,MC10,10/02/21,PP,IndReq,-388,467,,,114,140
7430935-05,MC10,10/02/21,LE,SchAgr,240,858,,22325910,114,145
7430935-05,MC10,10/02/21,LE,SchAgr,240,848,,22325910,114,145
7430935-05,MC10,10/02/21,PP,IndReq,-387,461,,,114,146
7430935-05,MC10,10/02/21,LE,SchAgr,180,615,,22325910,114,155
7430935-05,MC10,10/02/21,PP,IndReq,-213,402,,,114,156
7430935-05,MC10,10/04/21,WB,Stock,636,636,,,114,1
7430935-05,MC10,10/04/21,SH,SafeSt,-60,576,,,114,2
7430935-05,MC10,10/04/21,LA,ShipNt,300,876,,22325910,114,3
7430935-05,MC10,10/04/21,SB,DepReq,-208,668,PLT1,,114,4
7430935-05,MC10,10/04/21,SB,DepReq,-212,671,PLT1,,114,13
7430935-05,MC10,10/04/21,LE,SchAgr,240,717,,22325910,114,52
7430935-05,MC10,10/04/21,PP,IndReq,-217,500,,,114,53
7430935-05,MC10,10/04/21,LE,SchAgr,240,683,,22325910,114,109
7430935-05,MC10,10/04/21,PP,IndReq,-209,474,,,114,110
7430935-05,MC10,10/04/21,LE,SchAgr,240,678,,22325910,114,112
7430935-05,MC10,10/04/21,PP,IndReq,-201,477,,,114,113
7430935-05,MC10,10/04/21,LE,SchAgr,240,672,,22325910,114,129
7430935-05,MC10,10/04/21,PP,IndReq,-202,470,,,114,130
7430935-05,MC10,10/04/21,LE,SchAgr,180,618,,22325910,114,131
7430935-05,MC10,10/04/21,PP,IndReq,-202,416,,,114,132
7430935-05,MC10,10/04/21,LE,SchAgr,180,647,,22325910,114,141
7430935-05,MC10,10/04/21,PP,IndReq,-212,435,,,114,142
7430935-05,MC10,10/04/21,LE,SchAgr,180,641,,22325910,114,147
7430935-05,MC10,10/04/21,LE,SchAgr,180,651,,22325910,114,147
7430935-05,MC10,10/04/21,PP,IndReq,-214,437,,,114,148
7430935-05,MC10,10/04/21,LE,SchAgr,240,642,,22325910,114,157
7430935-05,MC10,10/04/21,PP,IndReq,-188,454,,,114,158
7430935-05,MC10,10/05/21,SH,SafeSt,-60,667,,,114,2
7430935-05,MC10,10/05/21,LA,ShipNt,180,848,,22325910,114,5
7430935-05,MC10,10/05/21,SB,DepReq,-314,530,PLT1,,114,5
7430935-05,MC10,10/05/21,SB,DepReq,-5,843,PLT1,,114,6
7430935-05,MC10,10/05/21,SB,DepReq,-365,478,PLT1,,114,7
7430935-05,MC10,10/05/21,FH,----->,0,671,,,114,14
7430935-05,MC10,10/05/21,LE,SchAgr,180,851,,22325910,114,15
7430935-05,MC10,10/05/21,SB,DepReq,-5,846,PLT1,,114,16
7430935-05,MC10,10/05/21,SB,DepReq,-357,489,PLT1,,114,17
7430935-05,MC10,10/05/21,SB,DepReq,-355,480,PLT1,,114,26
7430935-05,MC10,10/05/21,LE,SchAgr,240,740,,22325910,114,54
7430935-05,MC10,10/05/21,PP,IndReq,-222,518,,,114,55
7430935-05,MC10,10/05/21,LE,SchAgr,180,654,,22325910,114,111
7430935-05,MC10,10/05/21,LE,SchAgr,180,657,,22325910,114,114
7430935-05,MC10,10/05/21,PP,IndReq,-205,452,,,114,115
7430935-05,MC10,10/05/21,LE,SchAgr,180,650,,22325910,114,131
7430935-05,MC10,10/05/21,PP,IndReq,-202,448,,,114,132
7430935-05,MC10,10/05/21,LE,SchAgr,240,656,,22325910,114,133
7430935-05,MC10,10/05/21,PP,IndReq,-205,451,,,114,134
7430935-05,MC10,10/05/21,LE,SchAgr,60,495,,22325910,114,143
7430935-05,MC10,10/05/21,PP,IndReq,-214,281,,,114,144
7430935-05,MC10,10/05/21,LE,SchAgr,180,634,,22325910,114,159
7430935-05,MC10,10/05/21,PP,IndReq,-201,433,,,114,160
7430935-05,MC10,10/06/21,LE,SchAgr,120,650,,22325910,114,6
7430935-05,MC10,10/06/21,SB,DepReq,-7,643,PLT1,,114,7
7430935-05,MC10,10/06/21,LE,SchAgr,120,598,,22325910,114,8
7430935-05,MC10,10/06/21,SB,DepReq,-285,358,PLT1,,114,8
7430935-05,MC10,10/06/21,SB,DepReq,-7,591,PLT1,,114,9
7430935-05,MC10,10/06/21,SB,DepReq,-255,336,PLT1,,114,10
7430935-05,MC10,10/06/21,LE,SchAgr,120,609,,22325910,114,18
7430935-05,MC10,10/06/21,SB,DepReq,-7,602,PLT1,,114,19
7430935-05,MC10,10/06/21,SB,DepReq,-274,328,PLT1,,114,20
7430935-05,MC10,10/06/21,LE,SchAgr,240,720,,22325910,114,27
7430935-05,MC10,10/06/21,LE,SchAgr,180,698,,22325910,114,56
7430935-05,MC10,10/06/21,PP,IndReq,-235,463,,,114,57
7430935-05,MC10,10/06/21,LE,SchAgr,240,695,,22325910,114,113
7430935-05,MC10,10/06/21,PP,IndReq,-223,472,,,114,114
7430935-05,MC10,10/06/21,LE,SchAgr,240,692,,22325910,114,116
7430935-05,MC10,10/06/21,PP,IndReq,-213,479,,,114,117
7430935-05,MC10,10/06/21,LE,SchAgr,240,688,,22325910,114,133
7430935-05,MC10,10/06/21,PP,IndReq,-210,478,,,114,134
7430935-05,MC10,10/06/21,PP,IndReq,-206,485,,,114,136
7430935-05,MC10,10/06/21,LE,SchAgr,180,461,,22325910,114,145
7430935-05,MC10,10/06/21,PP,IndReq,-186,275,,,114,146
7430935-05,MC10,10/06/21,LE,SchAgr,180,455,,22325910,114,151
7430935-05,MC10,10/06/21,LE,SchAgr,180,465,,22325910,114,151
7430935-05,MC10,10/06/21,LE,SchAgr,180,613,,22325910,114,161
7430935-05,MC10,10/06/21,PP,IndReq,-210,403,,,114,162
7430935-05,MC10,10/07/21,SB,DepReq,-1,317,PLT1,,114,3
7430935-05,MC10,10/07/21,SB,DepReq,-7,531,PLT1,,114,10
7430935-05,MC10,10/07/21,LE,SchAgr,180,516,,22325910,114,11
7430935-05,MC10,10/07/21,SB,DepReq,-6,510,PLT1,,114,12
7430935-05,MC10,10/07/21,SB,DepReq,-181,329,PLT1,,114,13
7430935-05,MC10,10/07/21,LE,SchAgr,180,508,,22325910,114,21
7430935-05,MC10,10/07/21,SB,DepReq,-6,502,PLT1,,114,22
7430935-05,MC10,10/07/21,SB,DepReq,-182,320,PLT1,,114,23
7430935-05,MC10,10/07/21,LE,SchAgr,240,683,,22325910,114,30
7430935-05,MC10,10/07/21,SB,DepReq,-180,499,PLT1,,114,32
7430935-05,MC10,10/07/21,LE,SchAgr,180,643,,22325910,114,58
7430935-05,MC10,10/07/21,PP,IndReq,-229,414,,,114,59
7430935-05,MC10,10/07/21,LE,SchAgr,180,652,,22325910,114,115
7430935-05,MC10,10/07/21,LE,SchAgr,180,659,,22325910,114,118
7430935-05,MC10,10/07/21,PP,IndReq,-224,435,,,114,119
7430935-05,MC10,10/07/21,LE,SchAgr,180,658,,22325910,114,135
7430935-05,MC10,10/07/21,PP,IndReq,-229,429,,,114,136
7430935-05,MC10,10/07/21,LE,SchAgr,180,665,,22325910,114,137
7430935-05,MC10,10/07/21,PP,IndReq,-228,437,,,114,138
7430935-05,MC10,10/07/21,LE,SchAgr,420,695,,22325910,114,147
7430935-05,MC10,10/07/21,PP,IndReq,-45,650,,,114,148
7430935-05,MC10,10/07/21,LE,SchAgr,480,754,,22325910,114,153
7430935-05,MC10,10/07/21,PP,IndReq,-49,705,,,114,154
7430935-05,MC10,10/07/21,PP,IndReq,-49,655,,,114,154
7430935-05,MC10,10/08/21,WB,Stock,378,378,,,114,1
7430935-05,MC10,10/08/21,SH,SafeSt,-60,318,,,114,2
7430935-05,MC10,10/08/21,LA,ShipNt,240,557,,22325910,114,4
7430935-05,MC10,10/08/21,SB,DepReq,-4,553,PLT1,,114,5
7430935-05,MC10,10/08/21,SB,DepReq,-107,446,PLT1,,114,6
7430935-05,MC10,10/08/21,LE,SchAgr,240,590,,22325910,114,12
7430935-05,MC10,10/08/21,SB,DepReq,-5,585,PLT1,,114,13
7430935-05,MC10,10/08/21,FH,----->,0,329,,,114,14
7430935-05,MC10,10/08/21,SB,DepReq,-138,447,PLT1,,114,14
7430935-05,MC10,10/08/21,LE,SchAgr,300,629,,22325910,114,15
7430935-05,MC10,10/08/21,SB,DepReq,-5,624,PLT1,,114,16
7430935-05,MC10,10/08/21,SB,DepReq,-134,490,PLT1,,114,17
7430935-05,MC10,10/08/21,LE,SchAgr,240,560,,22325910,114,24
7430935-05,MC10,10/08/21,SB,DepReq,-5,555,PLT1,,114,25
7430935-05,MC10,10/08/21,SB,DepReq,-132,423,PLT1,,114,26
7430935-05,MC10,10/08/21,LE,SchAgr,240,654,,22325910,114,60
7430935-05,MC10,10/08/21,PP,IndReq,-211,443,,,114,61
7430935-05,MC10,10/08/21,LE,SchAgr,180,615,,22325910,114,120
7430935-05,MC10,10/08/21,PP,IndReq,-212,403,,,114,121
7430935-05,MC10,10/08/21,LE,SchAgr,180,609,,22325910,114,137
7430935-05,MC10,10/08/21,PP,IndReq,-209,400,,,114,138
7430935-05,MC10,10/08/21,LE,SchAgr,180,617,,22325910,114,139
7430935-05,MC10,10/08/21,PP,IndReq,-216,401,,,114,140
7430935-05,MC10,10/08/21,LE,SchAgr,240,890,,22325910,114,149
7430935-05,MC10,10/08/21,PP,IndReq,-224,666,,,114,150
7430935-05,MC10,10/08/21,LE,SchAgr,240,895,,22325910,114,155
7430935-05,MC10,10/08/21,PP,IndReq,-225,660,,,114,156
7430935-05,MC10,10/08/21,PP,IndReq,-225,670,,,114,156
7430935-05,MC10,10/09/21,LA,ShipNt,240,686,,22325910,114,7
7430935-05,MC10,10/09/21,SB,DepReq,-1,685,PLT1,,114,8
7430935-05,MC10,10/09/21,SB,DepReq,-163,522,PLT1,,114,9
7430935-05,MC10,10/09/21,FH,----->,0,447,,,114,15
7430935-05,MC10,10/09/21,SB,DepReq,-1,686,PLT1,,114,17
7430935-05,MC10,10/09/21,LE,SchAgr,240,730,,22325910,114,18
7430935-05,MC10,10/09/21,SB,DepReq,-163,523,PLT1,,114,18
7430935-05,MC10,10/09/21,SB,DepReq,-1,729,PLT1,,114,19
7430935-05,MC10,10/09/21,SB,DepReq,-178,551,PLT1,,114,20
7430935-05,MC10,10/09/21,LE,SchAgr,240,663,,22325910,114,27
7430935-05,MC10,10/09/21,SB,DepReq,-1,662,PLT1,,114,28
7430935-05,MC10,10/09/21,SB,DepReq,-167,495,PLT1,,114,29
7430935-05,MC10,10/09/21,LE,SchAgr,180,623,,22325910,114,62
7430935-05,MC10,10/09/21,PP,IndReq,-192,431,,,114,63
7430935-05,MC10,10/09/21,LE,SchAgr,240,637,,22325910,114,119
7430935-05,MC10,10/09/21,PP,IndReq,-171,466,,,114,120
7430935-05,MC10,10/09/21,LE,SchAgr,240,640,,22325910,114,139
7430935-05,MC10,10/09/21,PP,IndReq,-172,468,,,114,140
7430935-05,MC10,10/09/21,PP,IndReq,-171,470,,,114,142
7430935-05,MC10,10/09/21,LE,SchAgr,180,846,,22325910,114,151
7430935-05,MC10,10/09/21,PP,IndReq,-426,420,,,114,152
7430935-05,MC10,10/09/21,LE,SchAgr,180,840,,22325910,114,157
7430935-05,MC10,10/09/21,PP,IndReq,-421,429,,,114,158
7430935-05,MC10,10/09/21,PP,IndReq,-421,419,,,114,158
7430935-05,MC10,10/11/21,SB,DepReq,-193,487,PLT1,,114,4
7430935-05,MC10,10/11/21,LE,SchAgr,240,762,,22325910,114,10
7430935-05,MC10,10/11/21,SB,DepReq,-8,754,PLT1,,114,11
7430935-05,MC10,10/11/21,SB,DepReq,-226,528,PLT1,,114,12
7430935-05,MC10,10/11/21,LE,SchAgr,240,763,,22325910,114,19
7430935-05,MC10,10/11/21,SB,DepReq,-7,756,PLT1,,114,20
7430935-05,MC10,10/11/21,LE,SchAgr,240,791,,22325910,114,21
7430935-05,MC10,10/11/21,SB,DepReq,-230,526,PLT1,,114,21
7430935-05,MC10,10/11/21,SB,DepReq,-7,784,PLT1,,114,22
7430935-05,MC10,10/11/21,SB,DepReq,-234,550,PLT1,,114,23
7430935-05,MC10,10/11/21,LE,SchAgr,240,735,,22325910,114,30
7430935-05,MC10,10/11/21,SB,DepReq,-237,492,PLT1,,114,32
7430935-05,MC10,10/11/21,LE,SchAgr,240,754,,22325910,114,38
7430935-05,MC10,10/11/21,PP,IndReq,-278,476,,,114,39
7430935-05,MC10,10/11/21,LE,SchAgr,240,671,,22325910,114,64
7430935-05,MC10,10/11/21,PP,IndReq,-219,452,,,114,65
7430935-05,MC10,10/11/21,PP,IndReq,-217,429,,,114,122
7430935-05,MC10,10/11/21,LE,SchAgr,180,653,,22325910,114,124
7430935-05,MC10,10/11/21,PP,IndReq,-208,445,,,114,125
7430935-05,MC10,10/11/21,LE,SchAgr,180,648,,22325910,114,141
7430935-05,MC10,10/11/21,PP,IndReq,-207,441,,,114,142
7430935-05,MC10,10/11/21,LE,SchAgr,180,650,,22325910,114,143
7430935-05,MC10,10/11/21,LE,SchAgr,180,600,,22325910,114,153
7430935-05,MC10,10/11/21,PP,IndReq,-200,400,,,114,154
7430935-05,MC10,10/11/21,LE,SchAgr,180,599,,22325910,114,159
7430935-05,MC10,10/11/21,LE,SchAgr,180,609,,22325910,114,159
7430935-05,MC10,10/11/21,PP,IndReq,-194,415,,,114,160
7430935-05,MC10,10/12/21,LA,ShipNt,180,667,,22325910,114,5
7430935-05,MC10,10/12/21,SB,DepReq,-4,663,PLT1,,114,6
7430935-05,MC10,10/12/21,SB,DepReq,-262,401,PLT1,,114,7
7430935-05,MC10,10/12/21,LE,SchAgr,180,708,,22325910,114,13
7430935-05,MC10,10/12/21,SB,DepReq,-4,704,PLT1,,114,14
7430935-05,MC10,10/12/21,SB,DepReq,-257,447,PLT1,,114,15
7430935-05,MC10,10/12/21,LE,SchAgr,180,706,,22325910,114,22
7430935-05,MC10,10/12/21,LE,SchAgr,180,730,,22325910,114,24
7430935-05,MC10,10/12/21,SB,DepReq,-4,726,PLT1,,114,25
7430935-05,MC10,10/12/21,SB,DepReq,-263,463,PLT1,,114,26
7430935-05,MC10,10/12/21,LE,SchAgr,300,792,,22325910,114,33
7430935-05,MC10,10/12/21,SB,DepReq,-6,553,PLT1,,114,35
7430935-05,MC10,10/12/21,LE,SchAgr,240,716,,22325910,114,40
7430935-05,MC10,10/12/21,LE,SchAgr,240,692,,22325910,114,66
7430935-05,MC10,10/12/21,PP,IndReq,-211,481,,,114,67
7430935-05,MC10,10/12/21,LE,SchAgr,240,685,,22325910,114,126
7430935-05,MC10,10/12/21,LE,SchAgr,240,681,,22325910,114,143
7430935-05,MC10,10/12/21,PP,IndReq,-218,463,,,114,144
7430935-05,MC10,10/12/21,LE,SchAgr,240,685,,22325910,114,145
7430935-05,MC10,10/12/21,PP,IndReq,-218,467,,,114,146
7430935-05,MC10,10/12/21,PP,IndReq,-201,199,,,114,155
7430935-05,MC10,10/12/21,LE,SchAgr,60,465,,22325910,114,161
7430935-05,MC10,10/12/21,PP,IndReq,-204,211,,,114,161
7430935-05,MC10,10/13/21,LE,SchAgr,120,521,,22325910,114,8
7430935-05,MC10,10/13/21,FH,----->,0,447,,,114,16
7430935-05,MC10,10/13/21,LE,SchAgr,120,567,,22325910,114,17
7430935-05,MC10,10/13/21,SB,DepReq,-240,327,PLT1,,114,18
7430935-05,MC10,10/13/21,SB,DepReq,-2,555,PLT1,,114,26
7430935-05,MC10,10/13/21,LE,SchAgr,180,643,,22325910,114,27
7430935-05,MC10,10/13/21,SB,DepReq,-221,422,PLT1,,114,28
7430935-05,MC10,10/13/21,LE,SchAgr,240,793,,22325910,114,36
7430935-05,MC10,10/13/21,PP,IndReq,-253,540,,,114,37
7430935-05,MC10,10/13/21,LE,SchAgr,180,661,,22325910,114,68
7430935-05,MC10,10/13/21,PP,IndReq,-217,444,,,114,69
7430935-05,MC10,10/13/21,PP,IndReq,-207,445,,,114,129
7430935-05,MC10,10/13/21,LE,SchAgr,180,643,,22325910,114,145
7430935-05,MC10,10/13/21,PP,IndReq,-219,424,,,114,146
7430935-05,MC10,10/13/21,LE,SchAgr,180,647,,22325910,114,147
7430935-05,MC10,10/13/21,PP,IndReq,-215,432,,,114,148
7430935-05,MC10,10/13/21,LE,SchAgr,240,439,,22325910,114,156
7430935-05,MC10,10/13/21,PP,IndReq,-150,289,,,114,157
7430935-05,MC10,10/13/21,LE,SchAgr,240,451,,22325910,114,162
7430935-05,MC10,10/13/21,LE,SchAgr,180,441,,22325910,114,163
7430935-05,MC10,10/13/21,PP,IndReq,-160,281,,,114,164
7430935-05,MC10,10/14/21,LE,SchAgr,240,544,,22325910,114,10
7430935-05,MC10,10/14/21,SB,DepReq,-3,541,PLT1,,114,11
7430935-05,MC10,10/14/21,SB,DepReq,-166,375,PLT1,,114,12
7430935-05,MC10,10/14/21,LE,SchAgr,240,567,,22325910,114,19
7430935-05,MC10,10/14/21,SB,DepReq,-3,564,PLT1,,114,20
7430935-05,MC10,10/14/21,SB,DepReq,-169,395,PLT1,,114,21
7430935-05,MC10,10/14/21,LE,SchAgr,240,561,,22325910,114,28
7430935-05,MC10,10/14/21,LE,SchAgr,240,662,,22325910,114,29
7430935-05,MC10,10/14/21,PP,IndReq,-4,658,,,114,30
7430935-05,MC10,10/14/21,SB,DepReq,-164,494,PLT1,,114,31
7430935-05,MC10,10/14/21,LE,SchAgr,240,780,,22325910,114,38
7430935-05,MC10,10/14/21,PP,IndReq,-261,519,,,114,39
