material,plant,demand_date,mrp_element,change_quantity,total_quantity,storage_location,supplier_nr,planner,line_index
7420657-10,MC10,05/26/21,DepReq,-3,772,PLT1,,114,33
7420657-10,MC10,05/26/21,DepReq,-153,619,PLT1,,114,34
7420657-10,MC10,05/26/21,DepReq,-44,575,PLT1,,114,35
7420657-10,MC10,05/27/21,----->,0,576,,,114,20
7420657-10,MC10,05/27/21,SchAgr,189,765,,21420511,114,21
7420657-10,MC10,05/27/21,DepReq,-5,760,PLT1,,114,22
7420657-10,MC10,05/27/21,DepReq,-2,758,PLT1,,114,23
7420657-10,MC10,05/27/21,DepReq,-224,534,PLT1,,114,24
7420657-10,MC10,05/27/21,DepReq,-40,494,PLT1,,114,25
7420657-10,MC10,05/27/21,SchAgr,189,764,,21420511,114,36
7420657-10,MC10,05/27/21,DepReq,-5,759,PLT1,,114,37
7420657-10,MC10,05/27/21,DepReq,-1,758,PLT1,,114,38
7420657-10,MC10,05/27/21,DepReq,-225,533,PLT1,,114,39
7420657-10,MC10,05/27/21,DepReq,-41,492,PLT1,,114,40
7420657-10,MC10,05/28/21,SchAgr,378,872,,21420511,114,26
7420657-10,MC10,05/28/21,DepReq,-10,862,PLT1,,114,27
7420657-10,MC10,05/28/21,DepReq,-1,861,PLT1,,114,28
7420657-10,MC10,05/28/21,DepReq,-210,651,PLT1,,114,29
7420657-10,MC10,05/28/21,DepReq,-69,582,PLT1,,114,30
7420657-10,MC10,05/28/21,SchAgr,441,933,,21420511,114,41
7420657-10,MC10,05/28/21,DepReq,-9,924,PLT1,,114,42
7420657-10,MC10,05/28/21,DepReq,-2,922,PLT1,,114,43
7420657-10,MC10,05/28/21,DepReq,-70,641,PLT1,,114,45
7420657-10,MC10,05/29/21,DepReq,-2,580,PLT1,,114,31
7420657-10,MC10,05/29/21,DepReq,-1,579,PLT1,,114,32
7420657-10,MC10,05/29/21,DepReq,-144,435,PLT1,,114,33
7420657-10,MC10,05/29/21,DepReq,-48,387,PLT1,,114,34
7420657-10,MC10,05/29/21,DepReq,-4,637,PLT1,,114,46
7420657-10,MC10,05/29/21,DepReq,-1,636,PLT1,,114,47
7420657-10,MC10,05/29/21,DepReq,-143,493,PLT1,,114,48
7420657-10,MC10,05/29/21,DepReq,-46,447,PLT1,,114,49
7420657-10,MC10,06/01/21,SchAgr,252,639,,21420511,114,35
7420657-10,MC10,06/01/21,DepReq,-9,630,PLT1,,114,36
7420657-10,MC10,06/01/21,DepReq,-2,628,PLT1,,114,37
7420657-10,MC10,06/01/21,DepReq,-67,561,PLT1,,114,38
7420657-10,MC10,06/01/21,DepReq,-32,529,PLT1,,114,39
7420657-10,MC10,06/01/21,SchAgr,315,762,,21420511,114,50
7420657-10,MC10,06/01/21,IndReq,-25,737,,,114,51
7420657-10,MC10,06/01/21,DepReq,-6,731,PLT1,,114,52
7420657-10,MC10,06/01/21,DepReq,-1,730,PLT1,,114,53
7420657-10,MC10,06/01/21,DepReq,-65,665,PLT1,,114,54
7420657-10,MC10,06/01/21,DepReq,-20,645,PLT1,,114,55
7420657-10,MC10,06/02/21,SchAgr,210,739,,21420511,114,40
7420657-10,MC10,06/02/21,DepReq,-5,734,PLT1,,114,41
7420657-10,MC10,06/02/21,DepReq,-1,733,PLT1,,114,42
7420657-10,MC10,06/02/21,DepReq,-172,561,PLT1,,114,43
7420657-10,MC10,06/02/21,DepReq,-95,466,PLT1,,114,44
7420657-10,MC10,06/02/21,SchAgr,231,876,,21420511,114,56
7420657-10,MC10,06/02/21,IndReq,-328,548,,,114,57
7420657-10,MC10,06/02/21,DepReq,-1,547,PLT1,,114,58
7420657-10,MC10,06/02/21,DepReq,-1,546,PLT1,,114,59
7420657-10,MC10,06/03/21,SchAgr,210,676,,21420511,114,45
7420657-10,MC10,06/03/21,DepReq,-7,669,PLT1,,114,46
7420657-10,MC10,06/03/21,DepReq,-2,667,PLT1,,114,47
7420657-10,MC10,06/03/21,DepReq,-188,479,PLT1,,114,48
7420657-10,MC10,06/03/21,DepReq,-40,439,PLT1,,114,49
7420657-10,MC10,06/03/21,SchAgr,189,735,,21420511,114,60
7420657-10,MC10,06/03/21,IndReq,-295,440,,,114,61
7420657-10,MC10,06/04/21,SchAgr,504,943,,21420511,114,50
7420657-10,MC10,06/04/21,IndReq,-8,935,,,114,51
7420657-10,MC10,06/04/21,DepReq,-7,928,PLT1,,114,52
7420657-10,MC10,06/04/21,DepReq,-199,729,PLT1,,114,53
7420657-10,MC10,06/04/21,DepReq,-12,717,PLT1,,114,54
7420657-10,MC10,06/04/21,SchAgr,441,881,,21420511,114,62
7420657-10,MC10,06/04/21,IndReq,-234,647,,,114,63
7420657-10,MC10,06/05/21,IndReq,-205,512,,,114,55
7420657-10,MC10,06/05/21,DepReq,-1,511,PLT1,,114,56
7420657-10,MC10,06/05/21,DepReq,-1,510,PLT1,,114,57
7420657-10,MC10,06/05/21,IndReq,-187,460,,,114,64
7420657-10,MC10,06/07/21,SchAgr,231,741,,21420511,114,58
7420657-10,MC10,06/07/21,IndReq,-242,499,,,114,59
7420657-10,MC10,06/07/21,SchAgr,210,670,,21420511,114,65
7420657-10,MC10,06/07/21,IndReq,-221,449,,,114,66
7420657-10,MC10,06/08/21,SchAgr,231,730,,21420511,114,60
7420657-10,MC10,06/08/21,IndReq,-255,475,,,114,61
7420657-10,MC10,06/08/21,SchAgr,231,680,,21420511,114,67
7420657-10,MC10,06/08/21,IndReq,-220,460,,,114,68
7420657-10,MC10,06/09/21,SchAgr,231,706,,21420511,114,62
7420657-10,MC10,06/09/21,IndReq,-238,468,,,114,63
7420657-10,MC10,06/09/21,SchAgr,231,691,,21420511,114,69
7420657-10,MC10,06/09/21,IndReq,-226,465,,,114,70
7420657-10,MC10,06/10/21,SchAgr,189,657,,21420511,114,64
7420657-10,MC10,06/10/21,IndReq,-230,427,,,114,65
7420657-10,MC10,06/10/21,SchAgr,210,675,,21420511,114,71
7420657-10,MC10,06/10/21,IndReq,-222,453,,,114,72
7420657-10,MC10,06/11/21,SchAgr,462,889,,21420511,114,66
7420657-10,MC10,06/11/21,IndReq,-233,656,,,114,67
7420657-10,MC10,06/11/21,SchAgr,441,894,,21420511,114,73
7420657-10,MC10,06/11/21,IndReq,-226,668,,,114,74
7420657-10,MC10,06/12/21,IndReq,-187,469,,,114,68
7420657-10,MC10,06/12/21,IndReq,-221,447,,,114,75
7420657-10,MC10,06/14/21,SchAgr,252,721,,21420511,114,69
7420657-10,MC10,06/14/21,IndReq,-234,487,,,114,70
7420657-10,MC10,06/14/21,DepReq,-1,486,PLT1,,114,71
7420657-10,MC10,06/14/21,DepReq,-1,485,PLT1,,114,72
7420657-10,MC10,06/14/21,SchAgr,210,657,,21420511,114,76
7420657-10,MC10,06/14/21,IndReq,-211,446,,,114,77
7420657-10,MC10,06/14/21,DepReq,-1,445,PLT1,,114,78
7420657-10,MC10,06/14/21,DepReq,-1,444,PLT1,,114,79
7420657-10,MC10,06/15/21,DepReq,-9,541,PLT1,,114,4
7420657-10,MC10,06/15/21,DepReq,-1,540,PLT1,,114,5
7420657-10,MC10,06/15/21,SchAgr,210,695,,21420511,114,73
7420657-10,MC10,06/15/21,IndReq,-231,464,,,114,74
7420657-10,MC10,06/15/21,SchAgr,210,654,,21420511,114,80
7420657-10,MC10,06/15/21,IndReq,-218,436,,,114,81
7420657-10,MC10,06/16/21,Stock,593,593,,,114,1
7420657-10,MC10,06/16/21,SafeSt,-42,551,,,114,2
7420657-10,MC10,06/16/21,ShipNt,168,708,,21420511,114,6
7420657-10,MC10,06/16/21,DepReq,-6,702,PLT1,,114,7
7420657-10,MC10,06/16/21,DepReq,-2,700,PLT1,,114,8
7420657-10,MC10,06/16/21,DepReq,-171,529,PLT1,,114,9
7420657-10,MC10,06/16/21,DepReq,-58,471,PLT1,,114,10
7420657-10,MC10,06/16/21,SchAgr,210,674,,21420511,114,75
7420657-10,MC10,06/16/21,IndReq,-248,426,,,114,76
7420657-10,MC10,06/16/21,SchAgr,231,667,,21420511,114,82
7420657-10,MC10,06/16/21,IndReq,-212,455,,,114,83
7420657-10,MC10,06/17/21,SchAgr,189,660,,21420511,114,11
7420657-10,MC10,06/17/21,DepReq,-6,654,PLT1,,114,12
7420657-10,MC10,06/17/21,DepReq,-3,651,PLT1,,114,13
7420657-10,MC10,06/17/21,DepReq,-164,487,PLT1,,114,14
7420657-10,MC10,06/17/21,DepReq,-79,408,PLT1,,114,15
7420657-10,MC10,06/17/21,SchAgr,168,594,,21420511,114,77
7420657-10,MC10,06/17/21,IndReq,-197,397,,,114,78
7420657-10,MC10,06/17/21,SchAgr,210,665,,21420511,114,84
7420657-10,MC10,06/17/21,IndReq,-212,453,,,114,85
7420657-10,MC10,06/18/21,SchAgr,378,786,,21420511,114,16
7420657-10,MC10,06/18/21,DepReq,-4,782,PLT1,,114,17
7420657-10,MC10,06/18/21,DepReq,-4,778,PLT1,,114,18
7420657-10,MC10,06/18/21,DepReq,-143,635,PLT1,,114,19
7420657-10,MC10,06/18/21,DepReq,-24,611,PLT1,,114,20
7420657-10,MC10,06/18/21,SchAgr,420,817,,21420511,114,79
7420657-10,MC10,06/18/21,IndReq,-217,600,,,114,80
7420657-10,MC10,06/18/21,SchAgr,378,831,,21420511,114,86
7420657-10,MC10,06/18/21,IndReq,-225,606,,,114,87
7420657-10,MC10,06/19/21,DepReq,-62,420,PLT1,,114,4
7420657-10,MC10,06/19/21,DepReq,-3,417,PLT1,,114,5
7420657-10,MC10,06/19/21,DepReq,-6,605,PLT1,,114,21
7420657-10,MC10,06/19/21,DepReq,-1,604,PLT1,,114,22
7420657-10,MC10,06/19/21,DepReq,-164,440,PLT1,,114,23
7420657-10,MC10,06/19/21,DepReq,-15,425,PLT1,,114,24
7420657-10,MC10,06/19/21,IndReq,-171,429,,,114,81
7420657-10,MC10,06/19/21,IndReq,-213,393,,,114,88
7420657-10,MC10,06/20/21,Stock,525,525,,,114,1
7420657-10,MC10,06/20/21,SafeSt,-42,483,,,114,2
7420657-10,MC10,06/21/21,ShipNt,210,627,,21420511,114,6
7420657-10,MC10,06/21/21,DepReq,-1,626,PLT1,,114,7
7420657-10,MC10,06/21/21,DepReq,-3,623,PLT1,,114,8
7420657-10,MC10,06/21/21,DepReq,-160,463,PLT1,,114,9
7420657-10,MC10,06/21/21,DepReq,-8,455,PLT1,,114,10
7420657-10,MC10,06/21/21,----->,0,425,,,114,25
7420657-10,MC10,06/21/21,SchAgr,210,635,,21420511,114,26
7420657-10,MC10,06/21/21,DepReq,-1,634,PLT1,,114,27
7420657-10,MC10,06/21/21,DepReq,-3,631,PLT1,,114,28
7420657-10,MC10,06/21/21,DepReq,-142,489,PLT1,,114,29
7420657-10,MC10,06/21/21,DepReq,-7,482,PLT1,,114,30
7420657-10,MC10,06/21/21,SchAgr,189,618,,21420511,114,82
7420657-10,MC10,06/21/21,IndReq,-210,408,,,114,83
7420657-10,MC10,06/21/21,SchAgr,210,603,,21420511,114,89
7420657-10,MC10,06/21/21,IndReq,-207,396,,,114,90
7420657-10,MC10,06/22/21,SchAgr,84,539,,21420511,114,11
7420657-10,MC10,06/22/21,DepReq,-6,533,PLT1,,114,12
7420657-10,MC10,06/22/21,DepReq,-227,303,PLT1,,114,14
7420657-10,MC10,06/22/21,DepReq,-36,267,PLT1,,114,15
7420657-10,MC10,06/22/21,SchAgr,84,566,,21420511,114,31
7420657-10,MC10,06/22/21,DepReq,-7,559,PLT1,,114,32
7420657-10,MC10,06/22/21,DepReq,-1,558,PLT1,,114,33
7420657-10,MC10,06/22/21,DepReq,-220,338,PLT1,,114,34
7420657-10,MC10,06/22/21,DepReq,-30,308,PLT1,,114,35
7420657-10,MC10,06/22/21,SchAgr,168,576,,21420511,114,84
7420657-10,MC10,06/22/21,IndReq,-209,367,,,114,85
7420657-10,MC10,06/22/21,SchAgr,210,606,,21420511,114,91
7420657-10,MC10,06/22/21,IndReq,-186,420,,,114,92
7420657-10,MC10,06/23/21,SchAgr,126,393,,21420511,114,16
7420657-10,MC10,06/23/21,DepReq,-7,386,PLT1,,114,17
7420657-10,MC10,06/23/21,DepReq,-1,385,PLT1,,114,18
7420657-10,MC10,06/23/21,DepReq,-146,239,PLT1,,114,19
7420657-10,MC10,06/23/21,DepReq,-22,217,PLT1,,114,20
7420657-10,MC10,06/23/21,SchAgr,105,413,,21420511,114,36
7420657-10,MC10,06/23/21,DepReq,-6,407,PLT1,,114,37
7420657-10,MC10,06/23/21,DepReq,-3,404,PLT1,,114,38
7420657-10,MC10,06/23/21,DepReq,-170,234,PLT1,,114,39
7420657-10,MC10,06/23/21,DepReq,-28,206,PLT1,,114,40
7420657-10,MC10,06/23/21,SchAgr,189,556,,21420511,114,86
7420657-10,MC10,06/23/21,IndReq,-189,367,,,114,87
7420657-10,MC10,06/23/21,SchAgr,189,609,,21420511,114,93
7420657-10,MC10,06/23/21,IndReq,-201,408,,,114,94
7420657-10,MC10,06/24/21,SchAgr,252,469,,21420511,114,22
7420657-10,MC10,06/24/21,SchAgr,21,490,,21420511,114,23
7420657-10,MC10,06/24/21,DepReq,-4,486,PLT1,,114,24
7420657-10,MC10,06/24/21,DepReq,-58,427,PLT1,,114,26
7420657-10,MC10,06/24/21,SchAgr,252,458,,21420511,114,41
7420657-10,MC10,06/24/21,DepReq,-4,454,PLT1,,114,42
7420657-10,MC10,06/24/21,DepReq,-61,393,PLT1,,114,43
7420657-10,MC10,06/24/21,DepReq,-24,369,PLT1,,114,44
7420657-10,MC10,06/24/21,SchAgr,168,535,,21420511,114,88
7420657-10,MC10,06/24/21,IndReq,-174,361,,,114,89
7420657-10,MC10,06/24/21,SchAgr,210,618,,21420511,114,95
7420657-10,MC10,06/24/21,IndReq,-205,413,,,114,96
7420657-10,MC10,06/25/21,SchAgr,672,1071,,21420511,114,28
7420657-10,MC10,06/25/21,DepReq,-3,1068,PLT1,,114,29
7420657-10,MC10,06/25/21,DepReq,-70,998,PLT1,,114,30
7420657-10,MC10,06/25/21,SchAgr,756,1125,,21420511,114,45
7420657-10,MC10,06/25/21,DepReq,-3,1122,PLT1,,114,46
7420657-10,MC10,06/25/21,DepReq,-1,1121,PLT1,,114,47
7420657-10,MC10,06/25/21,DepReq,-61,1060,PLT1,,114,48
7420657-10,MC10,06/25/21,DepReq,-51,1009,PLT1,,114,49
7420657-10,MC10,06/25/21,SchAgr,420,781,,21420511,114,90
7420657-10,MC10,06/25/21,IndReq,-173,608,,,114,91
7420657-10,MC10,06/25/21,SchAgr,315,728,,21420511,114,97
7420657-10,MC10,06/25/21,IndReq,-203,525,,,114,98
7420657-10,MC10,06/26/21,DepReq,-4,937,PLT1,,114,32
7420657-10,MC10,06/26/21,DepReq,-1,936,PLT1,,114,33
7420657-10,MC10,06/26/21,DepReq,-181,755,PLT1,,114,34
7420657-10,MC10,06/26/21,DepReq,-71,684,PLT1,,114,35
7420657-10,MC10,06/26/21,IndReq,-6,1003,,,114,50
7420657-10,MC10,06/26/21,DepReq,-4,999,PLT1,,114,51
7420657-10,MC10,06/26/21,DepReq,-1,998,PLT1,,114,52
7420657-10,MC10,06/26/21,DepReq,-163,835,PLT1,,114,53
7420657-10,MC10,06/26/21,DepReq,-67,768,PLT1,,114,54
7420657-10,MC10,06/26/21,IndReq,-182,426,,,114,92
7420657-10,MC10,06/26/21,IndReq,-197,328,,,114,99
7420657-10,MC10,06/28/21,DepReq,-3,1014,PLT1,,114,38
7420657-10,MC10,06/28/21,DepReq,-313,701,PLT1,,114,39
7420657-10,MC10,06/28/21,SchAgr,378,1146,,21420511,114,55
7420657-10,MC10,06/28/21,IndReq,-369,777,,,114,56
7420657-10,MC10,06/28/21,DepReq,-23,754,PLT1,,114,57
7420657-10,MC10,06/28/21,DepReq,-4,750,PLT1,,114,58
7420657-10,MC10,06/28/21,SchAgr,210,636,,21420511,114,93
7420657-10,MC10,06/28/21,IndReq,-209,427,,,114,94
7420657-10,MC10,06/28/21,DepReq,-4,423,PLT1,,114,95
7420657-10,MC10,06/28/21,SchAgr,147,475,,21420511,114,100
7420657-10,MC10,06/28/21,IndReq,-162,313,,,114,101
7420657-10,MC10,06/28/21,DepReq,-4,309,PLT1,,114,102
7420657-10,MC10,06/29/21,SchAgr,336,985,,21420511,114,41
7420657-10,MC10,06/29/21,DepReq,-10,975,PLT1,,114,42
7420657-10,MC10,06/29/21,DepReq,-265,710,PLT1,,114,43
7420657-10,MC10,06/29/21,DepReq,-30,680,PLT1,,114,44
7420657-10,MC10,06/29/21,SchAgr,357,1107,,21420511,114,59
7420657-10,MC10,06/29/21,IndReq,-362,745,,,114,60
7420657-10,MC10,06/29/21,SchAgr,336,759,,21420511,114,96
7420657-10,MC10,06/29/21,IndReq,-209,550,,,114,97
7420657-10,MC10,06/29/21,SchAgr,462,771,,21420511,114,103
7420657-10,MC10,06/29/21,IndReq,-152,619,,,114,104
7420657-10,MC10,06/30/21,SchAgr,210,890,,21420511,114,45
7420657-10,MC10,06/30/21,DepReq,-9,881,PLT1,,114,46
7420657-10,MC10,06/30/21,DepReq,-2,879,PLT1,,114,47
7420657-10,MC10,06/30/21,DepReq,-273,606,PLT1,,114,48
7420657-10,MC10,06/30/21,DepReq,-46,560,PLT1,,114,49
7420657-10,MC10,06/30/21,SchAgr,189,934,,21420511,114,61
7420657-10,MC10,06/30/21,IndReq,-372,562,,,114,62
7420657-10,MC10,06/30/21,SchAgr,168,718,,21420511,114,98
7420657-10,MC10,06/30/21,IndReq,-206,512,,,114,99
7420657-10,MC10,06/30/21,SchAgr,126,745,,21420511,114,105
7420657-10,MC10,06/30/21,IndReq,-151,594,,,114,106
7420657-10,MC10,07/01/21,DepReq,-3,447,PLT1,,114,3
7420657-10,MC10,07/01/21,DepReq,-3,781,PLT1,,114,3
7420657-10,MC10,07/01/21,DepReq,-3,444,PLT1,,114,4
7420657-10,MC10,07/01/21,DepReq,-6,438,PLT1,,114,5
7420657-10,MC10,07/01/21,SchAgr,210,770,,21420511,114,50
7420657-10,MC10,07/01/21,IndReq,-18,752,,,114,51
7420657-10,MC10,07/01/21,DepReq,-4,748,PLT1,,114,52
7420657-10,MC10,07/01/21,DepReq,-2,746,PLT1,,114,53
7420657-10,MC10,07/01/21,DepReq,-279,467,PLT1,,114,54
7420657-10,MC10,07/01/21,DepReq,-43,424,PLT1,,114,55
7420657-10,MC10,07/01/21,SchAgr,168,730,,21420511,114,63
7420657-10,MC10,07/01/21,IndReq,-372,358,,,114,64
7420657-10,MC10,07/01/21,SchAgr,168,680,,21420511,114,100
7420657-10,MC10,07/01/21,IndReq,-340,340,,,114,101
7420657-10,MC10,07/01/21,SchAgr,336,930,,21420511,114,107
7420657-10,MC10,07/01/21,IndReq,-467,463,,,114,108
7420657-10,MC10,07/02/21,Stock,492,492,,,114,1
7420657-10,MC10,07/02/21,SafeSt,-42,450,,,114,2
7420657-10,MC10,07/02/21,DepReq,-4,777,PLT1,,114,4
7420657-10,MC10,07/02/21,DepReq,-120,657,PLT1,,114,5
7420657-10,MC10,07/02/21,DepReq,-43,614,PLT1,,114,6
7420657-10,MC10,07/02/21,ShipNt,357,795,,21420511,114,6
7420657-10,MC10,07/02/21,DepReq,-5,790,PLT1,,114,7
7420657-10,MC10,07/02/21,DepReq,-3,787,PLT1,,114,8
7420657-10,MC10,07/02/21,IndReq,-203,578,,,114,57
7420657-10,MC10,07/02/21,SchAgr,336,694,,21420511,114,65
7420657-10,MC10,07/02/21,IndReq,-189,505,,,114,66
7420657-10,MC10,07/02/21,SchAgr,336,676,,21420511,114,102
7420657-10,MC10,07/02/21,IndReq,-166,510,,,114,103
7420657-10,MC10,07/02/21,SchAgr,483,946,,21420511,114,109
7420657-10,MC10,07/02/21,IndReq,-126,820,,,114,110
7420657-10,MC10,07/09/21,Stock,826,826,,,114,1
7420657-10,MC10,07/09/21,SafeSt,-42,784,,,114,2
7420657-10,MC10,07/13/21,SchAgr,189,803,,21420511,114,7
7420657-10,MC10,07/13/21,DepReq,-4,799,PLT1,,114,8
7420657-10,MC10,07/13/21,DepReq,-8,791,PLT1,,114,9
7420657-10,MC10,07/13/21,DepReq,-149,642,PLT1,,114,10
7420657-10,MC10,07/13/21,DepReq,-58,584,PLT1,,114,11
7420657-10,MC10,07/13/21,SchAgr,189,756,,21420511,114,11
7420657-10,MC10,07/13/21,DepReq,-5,751,PLT1,,114,12
7420657-10,MC10,07/13/21,DepReq,-5,746,PLT1,,114,13
7420657-10,MC10,07/13/21,DepReq,-160,586,PLT1,,114,14
7420657-10,MC10,07/13/21,DepReq,-52,534,PLT1,,114,15
7420657-10,MC10,07/13/21,IndReq,-213,701,,,114,59
7420657-10,MC10,07/13/21,SchAgr,357,862,,21420511,114,67
7420657-10,MC10,07/13/21,IndReq,-168,694,,,114,68
7420657-10,MC10,07/13/21,SchAgr,315,825,,21420511,114,104
7420657-10,MC10,07/13/21,IndReq,-168,657,,,114,105
7420657-10,MC10,07/13/21,SchAgr,462,1282,,21420511,114,111
7420657-10,MC10,07/13/21,IndReq,-331,951,,,114,112
7420657-10,MC10,07/14/21,SchAgr,399,983,,21420511,114,12
7420657-10,MC10,07/14/21,DepReq,-10,973,PLT1,,114,13
7420657-10,MC10,07/14/21,DepReq,-4,969,PLT1,,114,14
7420657-10,MC10,07/14/21,DepReq,-252,717,PLT1,,114,15
7420657-10,MC10,07/14/21,SchAgr,399,933,,21420511,114,16
7420657-10,MC10,07/14/21,DepReq,-44,673,PLT1,,114,16
7420657-10,MC10,07/14/21,DepReq,-9,924,PLT1,,114,17
7420657-10,MC10,07/14/21,DepReq,-2,922,PLT1,,114,18
7420657-10,MC10,07/14/21,DepReq,-288,634,PLT1,,114,19
7420657-10,MC10,07/14/21,DepReq,-41,593,PLT1,,114,20
7420657-10,MC10,07/14/21,SchAgr,336,1037,,21420511,114,60
7420657-10,MC10,07/14/21,SchAgr,315,1009,,21420511,114,69
7420657-10,MC10,07/14/21,IndReq,-333,676,,,114,70
7420657-10,MC10,07/14/21,SchAgr,315,972,,21420511,114,106
7420657-10,MC10,07/14/21,IndReq,-325,647,,,114,107
7420657-10,MC10,07/14/21,SchAgr,462,1413,,21420511,114,113
7420657-10,MC10,07/14/21,IndReq,-478,935,,,114,114
7420657-10,MC10,07/15/21,DepReq,-7,1281,PLT1,,114,3
7420657-10,MC10,07/15/21,DepReq,-2,1279,PLT1,,114,4
7420657-10,MC10,07/15/21,SchAgr,273,946,,21420511,114,17
7420657-10,MC10,07/15/21,DepReq,-6,940,PLT1,,114,18
7420657-10,MC10,07/15/21,DepReq,-7,933,PLT1,,114,19
7420657-10,MC10,07/15/21,DepReq,-156,777,PLT1,,114,20
7420657-10,MC10,07/15/21,DepReq,-32,745,PLT1,,114,21
7420657-10,MC10,07/15/21,----->,0,593,,,114,21
7420657-10,MC10,07/15/21,SchAgr,273,866,,21420511,114,22
7420657-10,MC10,07/15/21,DepReq,-4,862,PLT1,,114,23
7420657-10,MC10,07/15/21,DepReq,-5,857,PLT1,,114,24
7420657-10,MC10,07/15/21,SchAgr,210,889,,21420511,114,62
7420657-10,MC10,07/15/21,IndReq,-338,551,,,114,63
7420657-10,MC10,07/15/21,DepReq,-1,550,PLT1,,114,64
7420657-10,MC10,07/15/21,SchAgr,231,907,,21420511,114,71
7420657-10,MC10,07/15/21,IndReq,-343,564,,,114,72
7420657-10,MC10,07/15/21,DepReq,-1,563,PLT1,,114,73
7420657-10,MC10,07/15/21,SchAgr,273,920,,21420511,114,108
7420657-10,MC10,07/15/21,IndReq,-321,599,,,114,109
7420657-10,MC10,07/15/21,SchAgr,462,1397,,21420511,114,115
7420657-10,MC10,07/15/21,IndReq,-471,926,,,114,116
7420657-10,MC10,07/16/21,Stock,1330,1330,,,114,1
7420657-10,MC10,07/16/21,SafeSt,-42,1288,,,114,2
7420657-10,MC10,07/16/21,DepReq,-6,934,PLT1,,114,4
7420657-10,MC10,07/16/21,DepReq,-4,1275,PLT1,,114,5
