initial_creation_date,last_change_date,material,material_9,material_7,ai,mat_description,mat_description_eng,plant,planner,replenishment_type,rounding_value,lot_size,minimum_lot_size,safety_time_days,safety_time_ind,leadtime_hours,planning_time_fence,planned_delivery_time,safety_stock,unit_of_quantity,length,width,height,uom_lwh,volume,unit_of_volume,gross_weight,net_weight,unit_of_weight,stacking_factor,material_group,run_out_date,proc_type,part_type,character,init_upg,init_use_type,procurement_type,storage_location,bwd_consumption_per,fwd_consumption_per,pps_planning_calendar,factory_calendar,mrp_group,mixed_mrp,strategy_group,consumption_mode,abc_indicator,spab_indicator,status,status_valid_from,bulk_material,omb_part,warehouse_number,storage_type_stock_placement,storage_type_stock_removement,release,release_date,release_type,release_action_code,active_material,plant_calendar,document_number,sid_client,snapdate,snaptimestamp,load_date,load_timestamp,_load_date
2021-07-02,2021-10-13,5A11EC1-02,5A11EC102,5A11EC1,02,ZB LI HLK HECKKLAPPE ECE LCI,ASSY LH HLK BOOT LID ECE LCI,MC10,120,PD,0.0000,TB,0.0000,00,,,1,1,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,1253.0000,1253.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,E,,N,,,,101,,,,,,,,,0000000834612390,MCPCLNT001,2021-10-14,2021-10-14 04:01:31.000,2021-10-14,2021-10-14 09:02:39.000,2021-10-14
2021-07-02,2022-03-15,5A11EC1-02,5A11EC102,5A11EC1,02,ZB LI HLK HECKKLAPPE ECE LCI,ASSY LH HLK BOOT LID ECE LCI,MC10,594,ZL,0.0000,MC,0.0000,14,2,,1,1,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,1253.0000,1253.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,C,,N,,,,202,,,,,,,,,0000000879923093,MCPCLNT001,2022-03-16,2022-03-16 04:02:47.000,2022-03-16,2022-03-16 09:11:48.000,2022-03-16
2021-07-02,2022-03-15,5A11EC1-02,5A11EC102,5A11EC1,02,ZB LI HLK HECKKLAPPE ECE LCI,ASSY LH HLK BOOT LID ECE LCI,MC10,594,ZL,0.0000,MC,0.0000,14,2,,1,1,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,1253.0000,1253.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,C,,N,,,,101,,,,,,,,,0000000879923093,MCPCLNT001,2022-03-16,2022-03-16 04:02:47.000,2022-03-16,2022-03-16 09:11:48.000,2022-03-16
2021-07-02,2022-03-15,5A11EC1-02,5A11EC102,5A11EC1,02,ZB LI HLK HECKKLAPPE ECE LCI,ASSY LH HLK BOOT LID ECE LCI,MC10,594,ZL,0.0000,MC,0.0000,14,2,,1,1,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,1253.0000,1253.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,C,,N,,,,105,SPH,SPH,,,,,,,0000000879923093,MCPCLNT001,2022-03-16,2022-03-16 04:02:47.000,2022-03-16,2022-03-16 09:11:48.000,2022-03-16
2021-07-02,2022-01-11,5A11EC1-02,5A11EC102,5A11EC1,02,ZB LI HLK HECKKLAPPE ECE LCI,ASSY LH HLK BOOT LID ECE LCI,MC10,530,ZL,0.0000,MC,0.0000,14,2,,1,1,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,1253.0000,1253.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,E,,N,,,,101,,,,,,,,,0000000860854390,MCPCLNT001,2022-01-12,2022-01-12 04:03:12.000,2022-01-12,2022-01-12 11:02:40.000,2022-01-12
2021-07-02,2022-01-11,5A11EC1-02,5A11EC102,5A11EC1,02,ZB LI HLK HECKKLAPPE ECE LCI,ASSY LH HLK BOOT LID ECE LCI,MC10,530,ZL,0.0000,MC,0.0000,14,2,,1,1,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,1253.0000,1253.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,E,,N,,,,105,SPH,SPH,,,,,,,0000000860854390,MCPCLNT001,2022-01-12,2022-01-12 04:03:12.000,2022-01-12,2022-01-12 11:02:40.000,2022-01-12
2021-07-02,2022-01-11,5A11EC1-02,5A11EC102,5A11EC1,02,ZB LI HLK HECKKLAPPE ECE LCI,ASSY LH HLK BOOT LID ECE LCI,MC10,530,ZL,0.0000,MC,0.0000,14,2,,1,1,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,1253.0000,1253.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,E,,N,,,,202,,,,,,,,,0000000860854390,MCPCLNT001,2022-01-12,2022-01-12 04:03:12.000,2022-01-12,2022-01-12 11:02:40.000,2022-01-12
2021-07-02,2021-10-13,5A11EC1-02,5A11EC102,5A11EC1,02,ZB LI HLK HECKKLAPPE ECE LCI,ASSY LH HLK BOOT LID ECE LCI,MC10,120,PD,0.0000,TB,0.0000,00,,,1,1,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,1253.0000,1253.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,E,,N,,,,202,,,,,,,,,0000000834612390,MCPCLNT001,2021-10-14,2021-10-14 04:01:31.000,2021-10-14,2021-10-14 09:02:39.000,2021-10-14
2021-07-02,2021-10-13,5A11EC1-02,5A11EC102,5A11EC1,02,ZB LI HLK HECKKLAPPE ECE LCI,ASSY LH HLK BOOT LID ECE LCI,MC10,120,PD,0.0000,TB,0.0000,00,,,1,1,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,1253.0000,1253.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,E,,N,,,,105,,,,,,,,,0000000834612390,MCPCLNT001,2021-10-14,2021-10-14 04:01:31.000,2021-10-14,2021-10-14 09:02:39.000,2021-10-14
2021-07-02,2022-04-08,5A11EC1-02,5A11EC102,5A11EC1,02,ZB LI HLK HECKKLAPPE ECE LCI,ASSY LH HLK BOOT LID ECE LCI,MC10,594,ZL,0.0000,MC,0.0000,14,2,,1,1,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,1253.0000,1253.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,C,,N,,,,101,,,,,,,,,0000000887495161,MCPCLNT001,2022-04-09,2022-04-09 04:02:56.000,2022-04-09,2022-04-09 09:03:08.000,2022-04-09
2021-07-02,2022-04-08,5A11EC1-02,5A11EC102,5A11EC1,02,ZB LI HLK HECKKLAPPE ECE LCI,ASSY LH HLK BOOT LID ECE LCI,MC10,594,ZL,0.0000,MC,0.0000,14,2,,1,1,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,1253.0000,1253.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,C,,N,,,,105,SPH,SPH,,,,,,,0000000887495161,MCPCLNT001,2022-04-09,2022-04-09 04:02:56.000,2022-04-09,2022-04-09 09:03:08.000,2022-04-09
2021-07-02,2021-12-06,5A11EC1-02,5A11EC102,5A11EC1,02,ZB LI HLK HECKKLAPPE ECE LCI,ASSY LH HLK BOOT LID ECE LCI,MC10,530,ZL,0.0000,MC,0.0000,14,2,,1,1,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,1253.0000,1253.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,E,,N,,,,105,SPH,SPH,,,,,,,0000000850663656,MCPCLNT001,2021-12-07,2021-12-07 04:01:49.000,2021-12-07,2021-12-07 11:02:12.000,2021-12-07
2021-07-02,2022-04-08,5A11EC1-02,5A11EC102,5A11EC1,02,ZB LI HLK HECKKLAPPE ECE LCI,ASSY LH HLK BOOT LID ECE LCI,MC10,594,ZL,0.0000,MC,0.0000,14,2,,1,1,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,1253.0000,1253.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,C,,N,,,,202,,,,,,,,,0000000887495161,MCPCLNT001,2022-04-09,2022-04-09 04:02:56.000,2022-04-09,2022-04-09 09:03:08.000,2022-04-09
2021-07-02,2021-12-06,5A11EC1-02,5A11EC102,5A11EC1,02,ZB LI HLK HECKKLAPPE ECE LCI,ASSY LH HLK BOOT LID ECE LCI,MC10,530,ZL,0.0000,MC,0.0000,14,2,,1,1,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,1253.0000,1253.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,E,,N,,,,101,,,,,,,,,0000000850663656,MCPCLNT001,2021-12-07,2021-12-07 04:01:49.000,2021-12-07,2021-12-07 11:02:12.000,2021-12-07
