initial_creation_date,last_change_date,material,material_9,material_7,ai,mat_description,mat_description_eng,plant,planner,replenishment_type,rounding_value,lot_size,minimum_lot_size,safety_time_days,safety_time_ind,leadtime_hours,planning_time_fence,planned_delivery_time,safety_stock,unit_of_quantity,length,width,height,uom_lwh,volume,unit_of_volume,gross_weight,net_weight,unit_of_weight,stacking_factor,material_group,run_out_date,proc_type,part_type,character,init_upg,init_use_type,procurement_type,storage_location,bwd_consumption_per,fwd_consumption_per,pps_planning_calendar,factory_calendar,mrp_group,mixed_mrp,strategy_group,consumption_mode,abc_indicator,spab_indicator,status,status_valid_from,bulk_material,omb_part,warehouse_number,storage_type_stock_placement,storage_type_stock_removement,release,release_date,release_type,release_action_code,active_material,plant_calendar,document_number,sid_client,snapdate,snaptimestamp,load_date,load_timestamp,_load_date
2020-09-16,2021-12-27,8746967-10,874696710,8746967,10,ZB LI ZIERGITTER SEITENWAND VORN X5 M C,ASSY LH ORNAMENTAL GRILLE SIDE PANEL FRT,MC10,177,P1,9.0000,MC,0.0000,04,2,,5,2,15.0000,EA,0.0000,0.0000,0.0000,,0.0000,,233.0000,233.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,B,,S,,,,202,,,,,,,,,0000000856694325,MCPCLNT001,2021-12-28,2021-12-28 05:01:38.000,2021-12-28,2021-12-28 12:28:59.000,2021-12-28
2020-09-16,2021-12-27,8746967-10,874696710,8746967,10,ZB LI ZIERGITTER SEITENWAND VORN X5 M C,ASSY LH ORNAMENTAL GRILLE SIDE PANEL FRT,MC10,177,P1,9.0000,MC,0.0000,04,2,,5,2,15.0000,EA,0.0000,0.0000,0.0000,,0.0000,,233.0000,233.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,B,,S,,,,105,SSP,SSP,,,,,,,0000000856694325,MCPCLNT001,2021-12-28,2021-12-28 05:01:38.000,2021-12-28,2021-12-28 12:28:59.000,2021-12-28
2020-09-16,2022-05-17,8746967-10,874696710,8746967,10,ZB LI ZIERGITTER SEITENWAND VORN X5 M C,ASSY LH ORNAMENTAL GRILLE SIDE PANEL FRT,MC10,773,P1,9.0000,MC,0.0000,05,2,,5,2,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,233.0000,233.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,B,,I,,,,202,,,,,,,,,0000000908747565,MCPCLNT001,2022-05-18,2022-05-18 04:00:59.000,2022-05-18,2022-05-18 09:02:59.000,2022-05-18
2020-09-16,2020-12-28,8746967-10,874696710,8746967,10,ZB LI ZIERGITTER SEITENWAND VORN X5 M C,ASSY LH ORNAMENTAL GRILLE SIDE PANEL FRT,MC10,177,P1,9.0000,MC,0.0000,04,2,,5,2,15.0000,EA,0.0000,0.0000,0.0000,,0.0000,,233.0000,233.0000,GRM,0,PRODPART,,,,,,,F,,0,0,093,,,,,,B,,S,,,,202,,,,,,,,,0000000756992270,MCPCLNT001,2021-01-15,2021-01-15 08:34:20.000,2021-05-24,2021-05-24 19:25:50.000,2021-05-24
2020-09-16,2022-05-17,8746967-10,874696710,8746967,10,ZB LI ZIERGITTER SEITENWAND VORN X5 M C,ASSY LH ORNAMENTAL GRILLE SIDE PANEL FRT,MC10,773,P1,9.0000,MC,0.0000,05,2,,5,2,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,233.0000,233.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,B,,I,,,,105,SSP,SSP,,,,,,,0000000908747565,MCPCLNT001,2022-05-18,2022-05-18 04:00:59.000,2022-05-18,2022-05-18 09:02:59.000,2022-05-18
2020-09-16,2020-12-28,8746967-10,874696710,8746967,10,ZB LI ZIERGITTER SEITENWAND VORN X5 M C,ASSY LH ORNAMENTAL GRILLE SIDE PANEL FRT,MC10,177,P1,9.0000,MC,0.0000,04,2,,5,2,15.0000,EA,0.0000,0.0000,0.0000,,0.0000,,233.0000,233.0000,GRM,0,PRODPART,,,,,,,F,,0,0,093,,,,,,B,,S,,,,105,SSP,SSP,,,,,,,0000000756992270,MCPCLNT001,2021-01-15,2021-01-15 08:34:20.000,2021-05-24,2021-05-24 19:25:50.000,2021-05-24
2020-09-16,2020-12-28,8746967-10,874696710,8746967,10,ZB LI ZIERGITTER SEITENWAND VORN X5 M C,ASSY LH ORNAMENTAL GRILLE SIDE PANEL FRT,MC10,177,P1,9.0000,MC,0.0000,04,2,,5,2,15.0000,EA,0.0000,0.0000,0.0000,,0.0000,,233.0000,233.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,B,,S,,,,202,,,,,,,,,0000000769170350,MCPCLNT001,2021-03-02,2021-03-02 14:15:27.000,2021-05-24,2021-05-24 19:14:04.000,2021-05-24
2020-09-16,2020-12-28,8746967-10,874696710,8746967,10,ZB LI ZIERGITTER SEITENWAND VORN X5 M C,ASSY LH ORNAMENTAL GRILLE SIDE PANEL FRT,MC10,177,P1,9.0000,MC,0.0000,04,2,,5,2,15.0000,EA,0.0000,0.0000,0.0000,,0.0000,,233.0000,233.0000,GRM,0,PRODPART,,,,,,,F,,0,0,093,,,,,,B,,S,,,,105,SSP,SSP,,,,,,,0000000756657298,MCPCLNT001,2021-01-14,2021-01-14 08:03:25.000,2021-05-24,2021-05-24 19:30:04.000,2021-05-24
2020-09-16,2022-02-25,8746967-10,874696710,8746967,10,ZB LI ZIERGITTER SEITENWAND VORN X5 M C,ASSY LH ORNAMENTAL GRILLE SIDE PANEL FRT,MC10,177,P1,9.0000,MC,0.0000,05,2,,5,2,0.0000,EA,0.0000,0.0000,0.0000,,0.0000,,233.0000,233.0000,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,B,,S,,,,105,SSP,SSP,,,,,,,0000000874575813,MCPCLNT001,2022-02-26,2022-02-26 04:01:34.000,2022-02-26,2022-02-26 10:02:32.000,2022-02-26
2020-09-16,2020-12-28,8746967-10,874696710,8746967,10,ZB LI ZIERGITTER SEITENWAND VORN X5 M C,ASSY LH ORNAMENTAL GRILLE SIDE PANEL FRT,MC10,177,P1,9.0000,MC,0.0000,04,2,,5,2,15.0000,EA,0.0000,0.0000,0.0000,,0.0000,,233.0000,233.0000,GRM,0,PRODPART,,,,,,,F,,0,0,093,,,,,,B,,S,,,,202,,,,,,,,,0000000756657298,MCPCLNT001,2021-01-14,2021-01-14 08:03:25.000,2021-05-24,2021-05-24 19:30:04.000,2021-05-24
