mandt,lifnr,delnote,trailer,matnr,mblnr,itmno,erdat,erfmg,meins,ebeln,ebelp,werks,lgort,bwart,rct_ident,crttime,status,shkzg,vbeln,bolnr,p_ingestday,p_ingesttime
1,22325910,DA106227,B5027,743093505,5022496364,1,11/5/2021,180,PC,7065187,1,MC10,YLC1,101,,0:51:57,X,S,185462467,11986282,12/3/2021,19
1,22325910,DA105737,A8074,743093505,5022078512,1,10/30/2021,300,PC,7065187,1,MC10,YLC1,101,,3:33:28,X,S,185451947,11854018,12/3/2021,19
1,22325910,DA105302,12019,743093505,5021726228,1,10/26/2021,120,EA,7065187,1,MC10,YLC1,124,,9:40:39,X,H,,,12/3/2021,19
1,22325910,DA105457,B5090,743093505,5021910126,1,10/28/2021,240,PC,7065187,1,MC10,YLC1,101,,9:03:04,X,S,185446287,11947640,12/3/2021,19
1,22325910,DA107073,12413,743093505,5023153323,1,11/13/2021,180,PC,7065187,1,MC10,YLC1,101,,9:44:57,X,S,185483470,12022444,12/3/2021,19
1,22325910,DA106121,12556,743093505,5022388124,1,11/3/2021,180,PC,7065187,1,MC10,YLC1,101,,20:49:21,X,S,185461063,11873419,12/3/2021,19
1,22325910,DA105960,B5051,743093505,5022221774,1,11/2/2021,180,PC,7065187,1,MC10,YLC1,101,,0:14:51,X,S,185455016,11861602,12/3/2021,19
1,22325910,DA105349,12676,743093505,5021833600,1,10/27/2021,180,PC,7065187,1,MC10,YLC1,101,,12:33:58,X,S,185442591,11858750,12/3/2021,19
1,22325910,DA105204,12147,743093505,5021622856,1,10/25/2021,180,PC,7065187,1,MC10,YLC1,101,,6:00:00,X,S,185439148,11858748,12/3/2021,19
1,22325910,DA107153,B5004,743093505,5023336768,1,11/16/2021,120,PC,7065187,1,MC10,YLC1,101,,10:32:36,X,S,185485294,11922876,12/3/2021,19
1,22325910,DA106976,B5042,743093505,5023185965,1,11/13/2021,180,PC,7065187,1,MC10,YLC1,101,,20:45:22,X,S,185481490,11915143,12/3/2021,19
1,22325910,DA105301,12079,743093505,5021813730,1,10/27/2021,120,EA,7065187,1,MC10,YLC5,101,,8:20:45,X,S,,,12/3/2021,19
1,22325910,DA106615,12262,743093505,5022928533,1,11/10/2021,180,PC,7065187,1,MC10,YLC1,101,,21:56:55,X,S,185472483,11898033,12/3/2021,19
1,22325910,DA106574,B5067,743093505,5022826951,1,11/9/2021,240,PC,7065187,1,MC10,YLC1,101,,18:48:18,X,S,185469337,12003517,12/3/2021,19
1,22325910,DA105870,12218,743093505,5022165312,1,11/1/2021,120,PC,7065187,1,MC10,YLC1,101,,7:56:56,X,S,185455019,11966668,12/3/2021,19
1,22325910,DA107825,B5184,743093505,5023954516,1,11/24/2021,120,PC,7065187,1,MC10,YLC1,101,,7:15:36,X,S,185498133,11959688,12/3/2021,19
1,22325910,DA106845,12305,743093505,5023002694,1,11/11/2021,240,PC,7065187,1,MC10,YLC1,101,,15:53:55,X,S,185478616,12017191,12/3/2021,19
1,22325910,DA105302,12019,743093505,5021719085,1,10/26/2021,360,PC,7065187,1,MC10,YLC1,101,,7:52:18,X,S,185439401,11941481,12/3/2021,19
1,22325910,DA106464,12463,743093505,5022671525,1,11/8/2021,180,PC,7065187,1,MC10,YLC1,101,,4:41:51,X,S,185469332,11889595,12/3/2021,19
1,22325910,DA105613,B5114,743093505,5021976763,1,10/29/2021,240,PC,7065187,1,MC10,YLC1,101,,1:35:29,X,S,185448566,11858752,12/3/2021,19
1,22325910,DA107194,12758,743093505,5023381440,1,11/16/2021,240,PC,7065187,1,MC10,YLC1,101,,21:22:31,X,S,185488141,11929229,12/3/2021,19
1,22325910,DA106734,12747,743093505,5022931455,1,11/10/2021,60,PC,7065187,1,MC10,YLC1,101,,22:53:17,X,S,185476867,12005983,12/3/2021,19
1,22325910,DA106367,12334,743093505,5022566201,1,11/5/2021,60,PC,7065187,1,MC10,YLC1,101,,20:06:31,X,S,185465413,11884574,12/3/2021,19
1,22325910,DA106002,A8086,743093505,5022261425,1,11/2/2021,120,PC,7065187,1,MC10,YLC1,101,,11:11:52,X,S,185456002,11867831,12/3/2021,19
1,22325910,DA108350,12329,743093505,5024272618,1,12/2/2021,60,PC,7065187,1,MC10,YLC1,101,,7:30:20,X,S,185508741,12086074,12/3/2021,19
1,22325910,DA108046,B5156,743093505,5024109162,1,11/30/2021,120,PC,7065187,1,MC10,YLC1,101,,12:27:57,X,S,185501703,11984496,12/3/2021,19
1,22325910,DA107689,B5080,743093505,5023828998,1,11/22/2021,60,PC,7065187,1,MC10,YLC1,101,,22:12:09,X,S,185496061,12058764,12/3/2021,19
1,22325910,DA108478,A8063,743093505,5024314078,1,12/2/2021,60,PC,7065187,1,MC10,YLC1,101,,17:25:50,V,S,185510707,12002002,12/3/2021,19
1,22325910,DA108602,12001,743093505,5024443601,1,12/4/2021,120,PC,7065187,1,MC10,YLC1,101,,5:36:28,V,S,185512274,12007977,12/6/2021,9
1,22325910,DA108865,B5096,743093505,5024643558,1,12/7/2021,60,PC,7065187,1,MC10,YLC1,101,,13:08:50,X,S,185514840,12015222,12/9/2021,9
1,22325910,DA109040,B5042,743093505,5024840918,1,12/9/2021,120,PC,7065187,1,MC10,YLC1,101,,19:17:51,X,S,185518933,12127167,12/11/2021,9
1,22325910,DA108902,12531,743093505,5024771320,1,12/9/2021,60,PC,7065187,1,MC10,YLC1,101,,0:10:59,X,S,185516903,12021182,12/11/2021,9
1,22325910,DA109164,B5084,743093505,5024906602,1,12/10/2021,60,PC,7065187,1,MC10,YLC1,101,,12:19:36,X,S,185523099,12032602,12/12/2021,9
1,22325910,DA109315,A8099,743093505,5024890829,1,12/10/2021,60,PC,7065187,1,MC10,YLC1,101,,8:50:29,X,S,185526103,12038268,12/12/2021,9
1,22325910,DA109430,12481,743093505,5025030000,1,12/13/2021,60,PC,7065187,1,MC10,YLC1,101,,3:40:58,X,S,185527622,12044117,12/15/2021,9
1,22325910,DA109539,12014,743093505,5025204739,1,12/15/2021,120,PC,7065187,1,MC10,YLC1,101,,1:21:37,X,S,185529539,12046384,12/17/2021,9
1,22325910,DA109711,B5118,743093505,5025339508,1,12/16/2021,120,PC,7065187,1,MC10,YLC1,101,,13:21:12,X,S,185534785,12057549,12/18/2021,9
1,22325910,DA109848,B5018,743093505,5025472304,1,12/18/2021,120,PC,7065187,1,MC10,YLC1,101,,0:50:58,X,S,185537955,12062881,12/20/2021,9
1,22325910,DA109976,B5086,743093505,5025528642,1,12/18/2021,180,PC,7065187,1,MC10,YLC1,101,,19:11:24,V,S,185541909,12068879,12/20/2021,9
1,22325910,DA110159,B5137,743093505,5025595936,1,12/20/2021,60,PC,7065187,1,MC10,YLC1,101,,12:29:48,V,S,185546399,12185652,12/22/2021,9
1,22325910,DA110318,12046,743093505,5025795630,1,12/22/2021,120,EA,7065187,1,MC10,YLC1,124,,17:08:15,X,H,,,12/24/2021,9
1,22325910,DA110318,12046,743093505,5025770600,1,12/22/2021,120,PC,7065187,1,MC10,YLC1,101,,11:10:40,X,S,185552082,12190986,12/24/2021,9
1,22325910,DA110188,12202,743093505,5025776561,1,12/22/2021,120,PC,7065187,1,MC10,YLC1,101,,12:44:51,X,S,185549985,12083050,12/24/2021,9
1,22325910,DA110617,B5141,743093505,5000003874,1,1/3/2022,180,PC,7065187,1,MC10,YLC1,101,,14:16:53,X,S,185563812,12134535,1/5/2022,9
1,22325910,DA110741,12768,743093505,5000027417,1,1/4/2022,180,PC,7065187,1,MC10,YLC1,101,,13:32:56,V,S,185571012,12141519,1/6/2022,9
1,22325910,DA110318,12521,743093505,5000127485,1,1/5/2022,120,EA,7065187,1,MC10,YLC1,101,,14:49:20,X,S,,,1/7/2022,9
1,22325910,DA110855,12353,743093505,5000163245,1,1/6/2022,120,PC,7065187,1,MC10,YLC1,101,,0:26:06,X,S,185574149,12147952,1/8/2022,9
1,22325910,DA110966,12418,743093505,5000313962,1,1/7/2022,120,PC,7065187,1,MC10,YLC1,101,,15:36:44,X,S,185575553,12249175,1/9/2022,9
1,22325910,DA111218,B5067,743093505,5000465042,1,1/10/2022,60,PC,7065187,1,MC10,YLC1,101,,11:08:54,X,S,185582923,12165739,1/12/2022,9
1,22325910,DA111343,12705,743093505,5000666683,1,1/12/2022,120,PC,7065187,1,MC10,YLC1,101,,12:43:59,X,S,185585718,12172647,1/14/2022,9
1,22325910,DA111306,B5033,743093505,5000644659,1,1/12/2022,60,PC,7065187,1,MC10,YLC1,101,,8:30:25,X,S,185584599,12261284,1/14/2022,9
1,22325910,DA111474,B5049,743093505,5000715372,1,1/13/2022,60,PC,7065187,1,MC10,YLC1,101,,1:39:36,X,S,185587711,12179952,1/15/2022,9
1,22325910,DA111579,B5060,743093505,5000901287,1,1/15/2022,120,PC,7065187,1,MC10,YLC1,101,,3:19:51,X,S,185590868,12185336,1/18/2022,9
