material,plant,mrp_area,demand_date,mrp_element_cd,shipping_notification,container_info,mrp_element,change_quantity,total_quantity,storage_location,supplier_nr,planner,split_indicator,line_index,document_uuid,sid_client,snapdate,snaptime,load_date,load_timestamp,_load_date
7430935-05,MC10,,06/02/21,LE,,,SchAgr,180,710,,22325910,114,,25,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/02/21,SB,,,DepReq,-5,705,PLT1,,114,,26,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/02/21,SB,,,DepReq,-218,487,PLT1,,114,,27,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/02/21,LE,,,SchAgr,180,772,,22325910,114,,35,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/02/21,PP,,,IndReq,-249,523,,,114,,36,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/03/21,LE,,,SchAgr,180,667,,22325910,114,,28,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/03/21,SB,,,DepReq,-5,662,PLT1,,114,,29,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/03/21,SB,,,DepReq,-243,419,PLT1,,114,,30,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/03/21,LE,,,SchAgr,180,703,,22325910,114,,37,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/03/21,PP,,,IndReq,-287,416,,,114,,38,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/04/21,LE,,,SchAgr,180,599,,22325910,114,,31,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/04/21,SB,,,DepReq,-5,594,PLT1,,114,,32,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/04/21,SB,,,DepReq,-231,363,PLT1,,114,,33,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/04/21,LE,,,SchAgr,180,596,,22325910,114,,39,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/04/21,PP,,,IndReq,-231,365,,,114,,40,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/05/21,LE,,,SchAgr,240,603,,22325910,114,,34,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/05/21,PP,,,IndReq,-158,445,,,114,,35,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/05/21,LE,,,SchAgr,180,545,,22325910,114,,41,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/05/21,PP,,,IndReq,-153,392,,,114,,42,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/07/21,LE,,,SchAgr,180,625,,22325910,114,,36,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/07/21,PP,,,IndReq,-197,428,,,114,,37,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/07/21,LE,,,SchAgr,180,572,,22325910,114,,43,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/07/21,PP,,,IndReq,-191,381,,,114,,44,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/08/21,LE,,,SchAgr,240,668,,22325910,114,,38,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/08/21,PP,,,IndReq,-209,459,,,114,,39,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/08/21,LE,,,SchAgr,240,621,,22325910,114,,45,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/08/21,PP,,,IndReq,-187,434,,,114,,46,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/09/21,LE,,,SchAgr,180,639,,22325910,114,,40,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/09/21,PP,,,IndReq,-194,445,,,114,,41,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/09/21,LE,,,SchAgr,180,614,,22325910,114,,47,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/09/21,PP,,,IndReq,-184,430,,,114,,48,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/10/21,LE,,,SchAgr,180,625,,22325910,114,,42,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/10/21,PP,,,IndReq,-219,406,,,114,,43,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/10/21,LE,,,SchAgr,180,610,,22325910,114,,49,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/10/21,PP,,,IndReq,-213,397,,,114,,50,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/11/21,LE,,,SchAgr,180,586,,22325910,114,,44,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/11/21,PP,,,IndReq,-215,371,,,114,,45,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/11/21,LE,,,SchAgr,240,637,,22325910,114,,51,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/11/21,PP,,,IndReq,-204,433,,,114,,52,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/12/21,LE,,,SchAgr,240,611,,22325910,114,,46,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/12/21,PP,,,IndReq,-166,445,,,114,,47,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/12/21,LE,,,SchAgr,180,613,,22325910,114,,53,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/12/21,PP,,,IndReq,-189,424,,,114,,54,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/14/21,LE,,,SchAgr,240,685,,22325910,114,,48,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/14/21,PP,,,IndReq,-198,487,,,114,,49,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/14/21,SB,,,DepReq,-1,486,PLT1,,114,,50,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/14/21,LE,,,SchAgr,240,664,,22325910,114,,55,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/14/21,PP,,,IndReq,-215,449,,,114,,56,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/14/21,SB,,,DepReq,-1,448,PLT1,,114,,57,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/15/21,LE,,,SchAgr,180,666,,22325910,114,,51,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/15/21,PP,,,IndReq,-214,452,,,114,,52,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/15/21,LE,,,SchAgr,240,688,,22325910,114,,58,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/15/21,PP,,,IndReq,-204,484,,,114,,59,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/16/21,WB,,,Stock,702,702,,,114,,1,63c5ea8b4651c7f7edc0c997eaeb4d02,MCP,6/16/21,13:20.0,6/16/21,36:40.0,6/16/21
7430935-05,MC10,,06/16/21,SH,,,SafeSt,-60,642,,,114,,2,63c5ea8b4651c7f7edc0c997eaeb4d02,MCP,6/16/21,13:20.0,6/16/21,36:40.0,6/16/21
7430935-05,MC10,,06/16/21,SB,,,DepReq,-6,636,PLT1,,114,,3,63c5ea8b4651c7f7edc0c997eaeb4d02,MCP,6/16/21,13:20.0,6/16/21,36:40.0,6/16/21
7430935-05,MC10,,06/16/21,SB,,,DepReq,-165,471,PLT1,,114,,4,63c5ea8b4651c7f7edc0c997eaeb4d02,MCP,6/16/21,13:20.0,6/16/21,36:40.0,6/16/21
7430935-05,MC10,,06/16/21,LE,,,SchAgr,240,692,,22325910,114,,53,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/16/21,PP,,,IndReq,-229,463,,,114,,54,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/16/21,LE,,,SchAgr,180,664,,22325910,114,,60,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/16/21,PP,,,IndReq,-220,444,,,114,,61,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/17/21,LA,185134972,12430,ShipNt,240,711,,22325910,114,,5,63c5ea8b4651c7f7edc0c997eaeb4d02,MCP,6/16/21,13:20.0,6/16/21,36:40.0,6/16/21
7430935-05,MC10,,06/17/21,SB,,,DepReq,-4,707,PLT1,,114,,6,63c5ea8b4651c7f7edc0c997eaeb4d02,MCP,6/16/21,13:20.0,6/16/21,36:40.0,6/16/21
7430935-05,MC10,,06/17/21,SB,,,DepReq,-199,508,PLT1,,114,,7,63c5ea8b4651c7f7edc0c997eaeb4d02,MCP,6/16/21,13:20.0,6/16/21,36:40.0,6/16/21
7430935-05,MC10,,06/17/21,LE,,,SchAgr,180,643,,22325910,114,,55,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/17/21,PP,,,IndReq,-222,421,,,114,,56,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/17/21,LE,,,SchAgr,240,684,,22325910,114,,62,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/17/21,PP,,,IndReq,-209,475,,,114,,63,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/18/21,LE,,,SchAgr,180,688,,22325910,114,,8,63c5ea8b4651c7f7edc0c997eaeb4d02,MCP,6/16/21,13:20.0,6/16/21,36:40.0,6/16/21
7430935-05,MC10,,06/18/21,SB,,,DepReq,-1,687,PLT1,,114,,9,63c5ea8b4651c7f7edc0c997eaeb4d02,MCP,6/16/21,13:20.0,6/16/21,36:40.0,6/16/21
7430935-05,MC10,,06/18/21,SB,,,DepReq,-196,491,PLT1,,114,,10,63c5ea8b4651c7f7edc0c997eaeb4d02,MCP,6/16/21,13:20.0,6/16/21,36:40.0,6/16/21
7430935-05,MC10,,06/18/21,LE,,,SchAgr,240,661,,22325910,114,,57,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/18/21,PP,,,IndReq,-220,441,,,114,,58,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/18/21,LE,,,SchAgr,180,655,,22325910,114,,64,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/18/21,PP,,,IndReq,-216,439,,,114,,65,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/19/21,LA,185140515,12227,ShipNt,240,778,,22325910,114,,3,471cac26aee51e2266ee7d2ae441fe4a,MCP,6/20/21,13:19.0,6/20/21,36:59.0,6/20/21
7430935-05,MC10,,06/19/21,SB,,,DepReq,-30,748,PLT1,,114,,4,471cac26aee51e2266ee7d2ae441fe4a,MCP,6/20/21,13:19.0,6/20/21,36:59.0,6/20/21
7430935-05,MC10,,06/19/21,LE,,,SchAgr,240,731,,22325910,114,,11,63c5ea8b4651c7f7edc0c997eaeb4d02,MCP,6/16/21,13:20.0,6/16/21,36:40.0,6/16/21
7430935-05,MC10,,06/19/21,SB,,,DepReq,-3,728,PLT1,,114,,12,63c5ea8b4651c7f7edc0c997eaeb4d02,MCP,6/16/21,13:20.0,6/16/21,36:40.0,6/16/21
7430935-05,MC10,,06/19/21,SB,,,DepReq,-209,519,PLT1,,114,,13,63c5ea8b4651c7f7edc0c997eaeb4d02,MCP,6/16/21,13:20.0,6/16/21,36:40.0,6/16/21
7430935-05,MC10,,06/19/21,LE,,,SchAgr,240,681,,22325910,114,,59,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/19/21,PP,,,IndReq,-182,499,,,114,,60,44208841d2a4fbaf336fc692eccc0923,MCP,5/23/21,11:12.0,5/23/21,36:06.0,5/23/21
7430935-05,MC10,,06/19/21,LE,,,SchAgr,240,679,,22325910,114,,66,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/19/21,PP,,,IndReq,-207,472,,,114,,67,b814d26c6f667edc83f031081c2ecde9,MCP,5/20/21,13:24.0,5/20/21,35:28.0,5/20/21
7430935-05,MC10,,06/20/21,LA,185143407,12290,ShipNt,180,928,,22325910,114,,5,471cac26aee51e2266ee7d2ae441fe4a,MCP,6/20/21,13:19.0,6/20/21,36:59.0,6/20/21
