material,plant,mrp_area,demand_date,mrp_element_cd,shipping_notification,container_info,mrp_element,change_quantity,total_quantity,storage_location,supplier_nr,planner,split_indicator,line_index,document_uuid,sid_client,snapdate,snaptime,load_date,load_timestamp,_load_date
7417886-07,MC10,,05/11/21,SB,,,DepReq,-1,958,PLT1,,114,,3,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/20/21,WB,,,Stock,1079,1079,,,114,,1,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/20/21,SH,,,SafeSt,-120,959,,,114,,2,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/20/21,SB,,,DepReq,-130,828,PLT1,,114,,4,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/20/21,SB,,,DepReq,-130,698,PLT1,,114,,5,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/21/21,LE,,,SchAgr,320,1018,,24446310,114,,6,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/21/21,SB,,,DepReq,-148,870,PLT1,,114,,7,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/21/21,SB,,,DepReq,-149,721,PLT1,,114,,8,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/22/21,SB,,,DepReq,-30,1150,PLT1,,114,,3,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/22/21,SB,,,DepReq,-31,1119,PLT1,,114,,4,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/22/21,LE,,,SchAgr,240,961,,24446310,114,,9,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/22/21,SB,,,DepReq,-121,840,PLT1,,114,,10,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/22/21,SB,,,DepReq,-122,718,PLT1,,114,,11,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/23/21,WB,,,Stock,1300,1300,,,114,,1,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/23/21,SH,,,SafeSt,-120,1180,,,114,,2,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/24/21,SB,,,DepReq,-155,964,PLT1,,114,,5,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/24/21,SB,,,DepReq,-155,809,PLT1,,114,,6,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/24/21,FH,,,----->,0,718,,,114,,12,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/24/21,LE,,,SchAgr,400,1118,,24446310,114,,13,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/24/21,SB,,,DepReq,-154,964,PLT1,,114,,14,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/24/21,SB,,,DepReq,-154,810,PLT1,,114,,15,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/25/21,LE,,,SchAgr,320,1129,,24446310,114,,7,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/25/21,SB,,,DepReq,-114,1015,PLT1,,114,,8,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/25/21,SB,,,DepReq,-115,900,PLT1,,114,,9,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/25/21,LE,,,SchAgr,320,1130,,24446310,114,,16,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/25/21,SB,,,DepReq,-114,1016,PLT1,,114,,17,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/25/21,SB,,,DepReq,-115,901,PLT1,,114,,18,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/26/21,LE,,,SchAgr,240,1140,,24446310,114,,10,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/26/21,SB,,,DepReq,-159,981,PLT1,,114,,11,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/26/21,SB,,,DepReq,-159,822,PLT1,,114,,12,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/26/21,LE,,,SchAgr,240,1141,,24446310,114,,19,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/26/21,SB,,,DepReq,-158,983,PLT1,,114,,20,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/26/21,SB,,,DepReq,-159,824,PLT1,,114,,21,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/27/21,FH,,,----->,0,822,,,114,,13,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/27/21,LE,,,SchAgr,240,1062,,24446310,114,,14,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/27/21,SB,,,DepReq,-184,878,PLT1,,114,,15,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/27/21,SB,,,DepReq,-184,694,PLT1,,114,,16,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/27/21,LE,,,SchAgr,240,1064,,24446310,114,,22,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/27/21,SB,,,DepReq,-184,880,PLT1,,114,,23,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/27/21,SB,,,DepReq,-185,695,PLT1,,114,,24,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/28/21,LE,,,SchAgr,320,1014,,24446310,114,,17,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/28/21,SB,,,DepReq,-155,859,PLT1,,114,,18,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/28/21,SB,,,DepReq,-155,704,PLT1,,114,,19,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/28/21,LE,,,SchAgr,320,1015,,24446310,114,,25,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/28/21,SB,,,DepReq,-155,860,PLT1,,114,,26,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/28/21,SB,,,DepReq,-156,704,PLT1,,114,,27,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/29/21,LE,,,SchAgr,320,1024,,24446310,114,,20,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/29/21,SB,,,DepReq,-133,891,PLT1,,114,,21,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/29/21,SB,,,DepReq,-134,757,PLT1,,114,,22,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,05/29/21,LE,,,SchAgr,320,1024,,24446310,114,,28,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/29/21,SB,,,DepReq,-133,891,PLT1,,114,,29,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,05/29/21,SB,,,DepReq,-134,757,PLT1,,114,,30,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/01/21,LE,,,SchAgr,400,1157,,24446310,114,,23,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/01/21,SB,,,DepReq,-99,1058,PLT1,,114,,24,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/01/21,SB,,,DepReq,-100,958,PLT1,,114,,25,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/01/21,LE,,,SchAgr,320,1077,,24446310,114,,31,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/01/21,PP,,,IndReq,-7,1070,,,114,,32,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/01/21,SB,,,DepReq,-100,901,PLT1,,114,,33,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/01/21,SB,,,DepReq,-93,877,PLT1,,114,,34,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/02/21,LE,,,SchAgr,320,1278,,24446310,114,,26,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/02/21,SB,,,DepReq,-180,1098,PLT1,,114,,27,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/02/21,SB,,,DepReq,-180,918,PLT1,,114,,28,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/02/21,LE,,,SchAgr,320,1197,,24446310,114,,35,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/02/21,PP,,,IndReq,-161,1036,,,114,,36,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/02/21,PP,,,IndReq,-163,873,,,114,,37,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/02/21,SB,,,DepReq,-1,872,PLT1,,114,,38,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/03/21,LE,,,SchAgr,240,1158,,24446310,114,,29,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/03/21,SB,,,DepReq,-1,1157,PLT1,,114,,30,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/03/21,SB,,,DepReq,-188,969,PLT1,,114,,31,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/03/21,SB,,,DepReq,-189,780,PLT1,,114,,32,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/03/21,PP,,,IndReq,-181,1011,,,114,,40,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/03/21,PP,,,IndReq,-181,830,,,114,,41,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/04/21,LE,,,SchAgr,320,1100,,24446310,114,,33,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/04/21,PP,,,IndReq,-3,1097,,,114,,34,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/04/21,SB,,,DepReq,-178,809,PLT1,,114,,35,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/04/21,SB,,,DepReq,-175,744,PLT1,,114,,36,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/04/21,LE,,,SchAgr,320,1150,,24446310,114,,42,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/04/21,PP,,,IndReq,-178,972,,,114,,43,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/04/21,PP,,,IndReq,-179,793,,,114,,44,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/05/21,LE,,,SchAgr,320,1064,,24446310,114,,37,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/05/21,PP,,,IndReq,-132,932,,,114,,38,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/05/21,PP,,,IndReq,-133,799,,,114,,39,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/05/21,LE,,,SchAgr,320,1113,,24446310,114,,45,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/05/21,PP,,,IndReq,-130,983,,,114,,46,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/05/21,PP,,,IndReq,-130,853,,,114,,47,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/07/21,LE,,,SchAgr,320,1119,,24446310,114,,40,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/07/21,PP,,,IndReq,-146,973,,,114,,41,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/07/21,PP,,,IndReq,-147,826,,,114,,42,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/07/21,LE,,,SchAgr,320,1173,,24446310,114,,48,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/07/21,PP,,,IndReq,-156,1017,,,114,,49,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/07/21,PP,,,IndReq,-155,862,,,114,,50,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/08/21,LE,,,SchAgr,320,1146,,24446310,114,,43,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/08/21,PP,,,IndReq,-159,987,,,114,,44,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/08/21,PP,,,IndReq,-159,828,,,114,,45,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/08/21,LE,,,SchAgr,320,1182,,24446310,114,,51,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/08/21,PP,,,IndReq,-171,1011,,,114,,52,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/08/21,PP,,,IndReq,-171,840,,,114,,53,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/09/21,SB,,,DepReq,-1,1180,PLT1,,114,,3,c1fe4b2bb1bbb13deccdcd480cd61b00,MCP,6/16/21,10:28.0,6/16/21,35:36.0,6/16/21
7417886-07,MC10,,06/09/21,SB,,,DepReq,-1,893,PLT1,,114,,3,63a3491710413b089bd7cb8a8cb30ead,MCP,6/20/21,10:35.0,6/20/21,35:37.0,6/20/21
7417886-07,MC10,,06/09/21,LE,,,SchAgr,320,1148,,24446310,114,,46,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/09/21,PP,,,IndReq,-158,990,,,114,,47,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/09/21,PP,,,IndReq,-157,833,,,114,,48,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/09/21,LE,,,SchAgr,320,1160,,24446310,114,,54,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/09/21,PP,,,IndReq,-161,999,,,114,,55,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/09/21,PP,,,IndReq,-160,839,,,114,,56,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/10/21,LE,,,SchAgr,240,1073,,24446310,114,,49,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/10/21,PP,,,IndReq,-161,912,,,114,,50,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/10/21,PP,,,IndReq,-162,750,,,114,,51,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/10/21,LE,,,SchAgr,320,1159,,24446310,114,,57,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/10/21,PP,,,IndReq,-164,995,,,114,,58,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/10/21,PP,,,IndReq,-164,831,,,114,,59,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/11/21,LE,,,SchAgr,320,1070,,24446310,114,,52,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/11/21,PP,,,IndReq,-149,921,,,114,,53,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/11/21,PP,,,IndReq,-148,773,,,114,,54,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/11/21,LE,,,SchAgr,320,1151,,24446310,114,,60,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/11/21,PP,,,IndReq,-164,987,,,114,,61,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/11/21,PP,,,IndReq,-163,824,,,114,,62,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/12/21,LE,,,SchAgr,320,1093,,24446310,114,,55,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/12/21,PP,,,IndReq,-138,955,,,114,,56,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/12/21,PP,,,IndReq,-138,817,,,114,,57,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/12/21,LE,,,SchAgr,320,1144,,24446310,114,,63,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/12/21,PP,,,IndReq,-162,982,,,114,,64,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/12/21,PP,,,IndReq,-161,821,,,114,,65,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/14/21,LE,,,SchAgr,400,1217,,24446310,114,,58,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/14/21,PP,,,IndReq,-156,1061,,,114,,59,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/14/21,PP,,,IndReq,-156,905,,,114,,60,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/14/21,LE,,,SchAgr,320,1141,,24446310,114,,66,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/14/21,PP,,,IndReq,-152,989,,,114,,67,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/14/21,PP,,,IndReq,-151,838,,,114,,68,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/15/21,LE,,,SchAgr,320,1225,,24446310,114,,61,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/15/21,PP,,,IndReq,-164,1061,,,114,,62,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/15/21,PP,,,IndReq,-163,898,,,114,,63,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/15/21,LE,,,SchAgr,240,1078,,24446310,114,,69,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/15/21,PP,,,IndReq,-153,925,,,114,,70,3adfdc1cca4971a122fd1f07d99ae21b,MCP,5/20/21,11:20.0,5/20/21,34:57.0,5/20/21
7417886-07,MC10,,06/16/21,WB,,,Stock,1301,1301,,,114,,1,c1fe4b2bb1bbb13deccdcd480cd61b00,MCP,6/16/21,10:28.0,6/16/21,35:36.0,6/16/21
7417886-07,MC10,,06/16/21,SH,,,SafeSt,-120,1181,,,114,,2,c1fe4b2bb1bbb13deccdcd480cd61b00,MCP,6/16/21,10:28.0,6/16/21,35:36.0,6/16/21
7417886-07,MC10,,06/16/21,SB,,,DepReq,-127,1053,PLT1,,114,,4,c1fe4b2bb1bbb13deccdcd480cd61b00,MCP,6/16/21,10:28.0,6/16/21,35:36.0,6/16/21
7417886-07,MC10,,06/16/21,SB,,,DepReq,-127,926,PLT1,,114,,5,c1fe4b2bb1bbb13deccdcd480cd61b00,MCP,6/16/21,10:28.0,6/16/21,35:36.0,6/16/21
7417886-07,MC10,,06/16/21,LE,,,SchAgr,320,1218,,24446310,114,,64,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
7417886-07,MC10,,06/16/21,PP,,,IndReq,-170,1048,,,114,,65,5481b33fc67cd6b5e26234eff1607e74,MCP,5/23/21,09:51.0,5/23/21,37:47.0,5/23/21
