mandt,lifnr,delnote,trailer,matnr,mblnr,itmno,erdat,erfmg,meins,ebeln,ebelp,werks,lgort,bwart,rct_ident,crttime,status,shkzg,vbeln,bolnr,p_ingestday,p_ingesttime
1,72883828,41582264,5.63201E+13,5A11EC303,5000794862,1,1/13/2022,1,PC,200210564,1,MC10,YAIR,101,,21:56:01,V,S,185587960,MUC00318084,1/15/2022,9
1,72883828,41681117,5.63201E+13,5A11EC303,5000950054,7,1/18/2022,1,PC,200210078,1,MC10,YAIR,101,,12:32:21,V,S,185594759,MUC00318716,1/20/2022,9
1,72883828,41665711,5.63201E+13,5A11EC303,5000996427,4,1/19/2022,1,PC,200210564,1,MC10,YAIR,101,,1:43:45,V,S,185591250,MUC00318436,1/21/2022,9
1,72883828,41665711,5.63201E+13,5A11EC303,5000996427,5,1/19/2022,1,PC,200210564,1,MC10,YAIR,101,,1:43:45,V,S,185591250,MUC00318436,1/21/2022,9
1,72883828,41745611,5.63201E+13,5A11EC303,5001183069,5,1/21/2022,1,PC,200212019,1,MC10,YAIR,101,,1:49:13,V,S,185603078,MUC00319440,1/23/2022,9
1,72883828,41745611,5.63201E+13,5A11EC303,5001183069,6,1/21/2022,1,PC,200212019,1,MC10,YAIR,101,,1:49:13,V,S,185603078,MUC00319440,1/23/2022,9
1,72883828,41745611,5.63201E+13,5A11EC303,5001183069,7,1/21/2022,1,PC,200212019,1,MC10,YAIR,101,,1:49:13,V,S,185603078,MUC00319440,1/23/2022,9
1,72883828,41745611,5.63201E+13,5A11EC303,5001183069,3,1/21/2022,1,PC,200212019,1,MC10,YAIR,101,,1:49:13,V,S,185603078,MUC00319440,1/23/2022,9
1,72883828,41745611,5.63201E+13,5A11EC303,5001183069,4,1/21/2022,1,PC,200212019,1,MC10,YAIR,101,,1:49:13,V,S,185603078,MUC00319440,1/23/2022,9
1,72883828,41747016,5.63201E+13,5A11EC303,5001454629,1,1/25/2022,1,PC,200212019,1,MC10,YAIR,101,,3:55:00,V,S,185613107,MUC00320105,1/27/2022,9
1,72883828,41747016,5.63201E+13,5A11EC303,5001454629,3,1/25/2022,1,PC,200212019,1,MC10,YAIR,101,,3:55:00,V,S,185613107,MUC00320105,1/27/2022,9
1,72883828,41747016,5.63201E+13,5A11EC303,5001454629,2,1/25/2022,1,PC,200212019,1,MC10,YAIR,101,,3:55:00,V,S,185613107,MUC00320105,1/27/2022,9
1,72883828,41745600,5.63201E+13,5A11EC303,5001473575,6,1/25/2022,1,PC,200212019,1,MC10,YAIR,101,,9:06:32,V,S,185609839,MUC00319700,1/27/2022,9
1,72883828,41745600,5.63201E+13,5A11EC303,5001473575,5,1/25/2022,1,PC,200212019,1,MC10,YAIR,101,,9:06:32,V,S,185609839,MUC00319700,1/27/2022,9
1,72883828,41859283,5.63201E+13,5A11EC303,5001993037,2,2/1/2022,1,PC,200211244,1,MC10,YAIR,101,,1:38:14,V,S,185623741,MUC00320672,2/3/2022,9
1,72883828,41859283,5.63201E+13,5A11EC303,5001993037,1,2/1/2022,1,PC,200211244,1,MC10,YAIR,101,,1:38:14,V,S,185623741,MUC00320672,2/3/2022,9
1,72883828,41859283,5.63201E+13,5A11EC303,5001993037,3,2/1/2022,1,PC,200211244,1,MC10,YAIR,101,,1:38:14,V,S,185623741,MUC00320672,2/3/2022,9
1,72883828,41859283,5.63201E+13,5A11EC303,5001993037,5,2/1/2022,1,PC,200211244,1,MC10,YAIR,101,,1:38:14,V,S,185623741,MUC00320672,2/3/2022,9
1,72883828,41859283,5.63201E+13,5A11EC303,5001993037,4,2/1/2022,1,PC,200211244,1,MC10,YAIR,101,,1:38:14,V,S,185623741,MUC00320672,2/3/2022,9
1,72883828,42023702,5.63201E+13,5A11EC303,5002715254,11,2/9/2022,1,PC,200215919,1,MC10,YAIR,101,,23:22:04,V,S,185652006,MUC00322488,2/11/2022,9
1,72883828,42023702,5.63201E+13,5A11EC303,5002715254,10,2/9/2022,1,PC,200215919,1,MC10,YAIR,101,,23:22:04,V,S,185652006,MUC00322488,2/11/2022,9
1,72883828,42023702,5.63201E+13,5A11EC303,5002715254,9,2/9/2022,1,PC,200215919,1,MC10,YAIR,101,,23:22:04,V,S,185652006,MUC00322488,2/11/2022,9
1,72883828,42025779,5.63201E+13,5A11EC303,5002728584,5,2/10/2022,1,PC,200215919,1,MC10,YAIR,101,,2:30:37,V,S,185653637,MUC00322541,2/12/2022,9
1,72883828,42025779,5.63201E+13,5A11EC303,5002728584,6,2/10/2022,1,PC,200215919,1,MC10,YAIR,101,,2:30:37,V,S,185653637,MUC00322541,2/12/2022,9
1,72883828,42025779,5.63201E+13,5A11EC303,5002728584,7,2/10/2022,1,PC,200215919,1,MC10,YAIR,101,,2:30:37,V,S,185653637,MUC00322541,2/12/2022,9
