mandt,lifnr,delnote,trailer,matnr,mblnr,itmno,erdat,erfmg,meins,ebeln,ebelp,werks,lgort,bwart,rct_ident,crttime,status,shkzg,vbeln,bolnr,p_ingestday,p_ingesttime
1,18551914,30058518,18551914,807517710,5021731665,1,10/26/2021,1,EA,200207598,1,MC10,SHP2,101,,10:49:54,V,S,,,12/3/2021,19
1,18551914,7132667,12287,807517710,5022203117,9,11/1/2021,9,EA,F3KYLPR,1,MC10,YLC1,101,,17:33:40,X,S,185450390,11859343,12/3/2021,19
1,18551914,7133471,12243,807517710,5023245680,4,11/15/2021,18,EA,F3KYLPR,1,MC10,YLC1,101,,10:17:00,X,S,185480151,11920781,12/3/2021,19
1,18551914,30058587,18551914,807517710,5023339796,1,11/16/2021,2,EA,200208110,1,MC10,SHP2,101,,11:11:10,V,S,,,12/3/2021,19
1,18551914,7133306,12397,807517710,5022986818,7,11/11/2021,18,EA,F3KYLPR,1,MC10,YLC1,101,,11:49:25,X,S,185476746,11903813,12/3/2021,19
1,18551914,7132508,B5144,807517710,5021944113,9,10/28/2021,18,EA,F3KYLPR,1,MC10,YLC1,101,,16:25:23,X,S,185446055,11842571,12/3/2021,19
1,18551914,7132871,B5119,807517710,5022437834,7,11/4/2021,9,EA,F3KYLPR,1,MC10,YLC1,101,,9:22:57,X,S,185457489,11873486,12/3/2021,19
1,18551914,7135536,12252,807517710,5025343366,2,12/16/2021,9,PC,F3KYLPR,1,MC10,YLC1,101,,13:52:50,V,S,185534652,12057586,12/18/2021,9
1,18551914,7136638,12747,807517710,5000807906,9,1/14/2022,9,PC,F3KYLPR,1,MC10,YLC1,101,,1:12:47,V,S,185587509,597834540,1/16/2022,9
1,18551914,7137060,B5067,807517710,5001165857,9,1/20/2022,9,PC,F3KYLPR,1,MC10,YLC1,101,,21:17:19,V,S,185602857,12209832,1/22/2022,9
1,18551914,7138270,12037,807517710,5002751517,8,2/10/2022,9,PC,F3KYLPR,1,MC10,YLC1,101,,8:50:09,X,S,185654484,597834996,2/12/2022,9
