mandt,lifnr,delnote,trailer,matnr,mblnr,itmno,erdat,erfmg,meins,ebeln,ebelp,werks,lgort,bwart,rct_ident,crttime,status,shkzg,vbeln,bolnr,p_ingestday,p_ingesttime
1,18551914,7132667,12287,807517908,5022203117,7,11/1/2021,3,EA,F3JJLRK,1,MC10,YLC1,101,,17:33:40,X,S,185450390,11859343,12/3/2021,19
1,18551914,7134240,12009,807517908,5024079288,10,11/30/2021,3,PC,F3JJLRK,1,MC10,YLC1,101,,4:59:09,X,S,185499791,597832388,12/3/2021,19
1,18551914,7132508,B5144,807517908,5021944113,7,10/28/2021,3,EA,F3JJLRK,1,MC10,YLC1,101,,16:25:23,X,S,185446055,11842571,12/3/2021,19
1,18551914,30058587,18551914,807517908,5023339796,3,11/16/2021,2,EA,200208110,3,MC10,SHP2,101,,11:11:10,V,S,,,12/3/2021,19
1,18551914,7132307,B5152,807517908,5021645695,9,10/25/2021,3,EA,F3JJLRK,1,MC10,YLC1,101,,11:56:20,X,S,185436250,11828045,12/3/2021,19
1,18551914,7133471,12243,807517908,5023245680,9,11/15/2021,3,EA,F3JJLRK,1,MC10,YLC1,101,,10:17:00,X,S,185480151,11920781,12/3/2021,19
1,18551914,7134590,12271,807517908,5024433032,2,12/4/2021,3,PC,F3JJLRK,1,MC10,YLC1,101,,3:00:45,V,S,185507740,11996372,12/6/2021,9
1,18551914,7135065,B5055,807517908,5024877737,7,12/10/2021,3,PC,F3JJLRK,1,MC10,YLC1,101,,5:10:14,X,S,185518507,12027064,12/12/2021,9
1,18551914,7136256,12417,807517908,5000229980,2,1/6/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,16:31:37,V,S,185572697,12147806,1/8/2022,9
1,18551914,7136393,12545,807517908,5000596685,2,1/11/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,20:48:42,V,S,185578387,12165756,1/13/2022,9
1,18551914,7137060,B5067,807517908,5001165857,3,1/20/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,21:17:19,V,S,185602857,12209832,1/22/2022,9
1,18551914,7137201,12771,807517908,5001432009,2,1/24/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,22:33:26,V,S,185609375,12222463,1/26/2022,9
1,18551914,7137450,12157,807517908,5001755757,3,1/28/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,6:06:33,X,S,185620168,597834772,1/31/2022,15
1,18551914,7137616,7109,807517908,5001974034,2,1/31/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,21:38:00,X,S,185626711,12246434,2/2/2022,9
1,18551914,7138076,827,807517908,5002589016,2,2/8/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,14:56:43,X,S,185651591,7138076,2/10/2022,9
1,18551914,7138819,B5030,807517908,5003544009,2,2/22/2022,6,PC,F3JJLRK,1,MC10,YLC1,101,,3:13:13,V,S,185680079,12341458,2/24/2022,9
1,18551914,7139964,B5051,807517908,5004776461,3,3/10/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,10:02:42,X,S,185723277,597832536,3/12/2022,9
1,18551914,7140141,7024,807517908,5005079326,2,3/14/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,23:41:30,X,S,185728999,597832560,3/16/2022,9
1,18551914,7141237,12079,807517908,5006433831,3,3/31/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,22:53:33,V,S,185770570,633930319,4/4/2022,14
1,18551914,7141677,12144,807517908,5006959766,3,4/7/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,21:48:46,V,S,185786319,12631473,4/9/2022,9
1,18551914,7142082,12206,807517908,5007472982,3,4/14/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,16:30:31,X,S,185805480,633930434,4/16/2022,9
1,18551914,7142620,12087,807517908,5007985068,3,4/24/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,20:29:06,V,S,185824652,12696227,4/26/2022,9
1,18551914,7142620,12087,807517908,5007985068,3,4/24/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,20:29:06,V,S,185824652,12696227,5/2/2022,15
1,18551914,7142620,12087,807517908,5007985068,3,4/24/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,20:29:06,V,S,185824652,12696227,5/3/2022,9
1,18551914,7143053,12166,807517908,5008575163,3,5/2/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,12:12:06,X,S,185841810,633930624,5/4/2022,9
1,18551914,7142620,12087,807517908,5007985068,3,4/24/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,20:29:06,V,S,185824652,12696227,5/4/2022,9
1,18551914,7143053,12166,807517908,5008575163,3,5/2/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,12:12:06,X,S,185841810,633930624,5/5/2022,9
1,18551914,7142620,12087,807517908,5007985068,3,4/24/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,20:29:06,V,S,185824652,12696227,5/5/2022,9
1,18551914,7143053,12166,807517908,5008575163,3,5/2/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,12:12:06,X,S,185841810,633930624,5/6/2022,9
1,18551914,7142620,12087,807517908,5007985068,3,4/24/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,20:29:06,V,S,185824652,12696227,5/6/2022,9
1,18551914,7143053,12166,807517908,5008575163,3,5/2/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,12:12:06,X,S,185841810,633930624,5/7/2022,9
1,18551914,7143332,A8075,807517908,5008908028,1,5/5/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,23:51:45,V,S,185851923,12755488,5/7/2022,9
1,18551914,7142620,12087,807517908,5007985068,3,4/24/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,20:29:06,V,S,185824652,12696227,5/7/2022,9
1,18551914,7143487,12253,807517908,5008948203,2,5/6/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,9:37:14,X,S,185858393,7143487,5/8/2022,9
1,18551914,7142620,12087,807517908,5007985068,3,4/24/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,20:29:06,V,S,185824652,12696227,5/8/2022,9
1,18551914,7143332,A8075,807517908,5008908028,1,5/5/2022,3,PC,F3JJLRK,1,MC10,YLC1,101,,23:51:45,V,S,185851923,12755488,5/8/2022,9
