mandt,matnr,aline,cdate,ctime,dat00,delb0,extra,umdat,auskt,mng01,mng02,p_ingestday,p_ingesttime
1,748948105,0,11/19/21,7:18:50,11/19/21,SafeSt,SafetyStock,,,30.000-,460,12/03/21,19
1,748948105,258,11/08/21,4:04:33,11/12/21,ShipNt,0185469277/F3LRNH4,11/11/21,10,240,552,12/03/21,19
1,748948105,0,11/16/21,7:18:51,11/16/21,SafeSt,SafetyStock,,,30.000-,504,12/03/21,19
1,748948105,0,10/27/21,7:19:09,10/27/21,SafeSt,,,,,,12/03/21,19
1,748948105,316,12/01/21,7:18:54,12/07/21,ShipNt,0185508800/F3LRNH4,12/06/21,10,240,498,12/03/21,19
1,748948105,0,10/29/21,7:19:29,10/29/21,SafeSt,,,,,,12/03/21,19
1,748948105,0,11/11/21,7:18:50,11/11/21,SafeSt,SafetyStock,,,30.000-,615,12/03/21,19
1,748948105,359,11/05/21,7:21:29,11/12/21,SchAgr,,,,,,12/03/21,19
1,748948105,4,11/05/21,7:21:29,11/05/21,ShipNt,,,,,,12/03/21,19
1,748948105,391,11/13/21,7:18:56,11/19/21,SchAgr,F3LRNH4/00001*,11/18/21,10,30,340,12/03/21,19
1,748948105,0,11/06/21,7:21:24,11/06/21,SafeSt,,,,,,12/03/21,19
1,748948105,0,11/15/21,4:04:04,11/15/21,SafeSt,SafetyStock,,,30.000-,605,12/03/21,19
1,748948105,301,11/20/21,7:18:43,11/30/21,SchAgr,F3LRNH4/00001*,11/29/21,10,180,455,12/03/21,19
1,748948105,752,11/10/21,7:18:58,11/23/21,SchAgr,F3LRNH4/00001,11/22/21,30,30,235,12/03/21,19
1,748948105,135,12/01/21,7:18:54,12/03/21,ShipNt,0185505141/F3LRNH4,12/02/21,10,180,438,12/03/21,19
1,748948105,663,11/15/21,4:04:04,11/30/21,SchAgr,F3LRNH4/00001,11/29/21,30,60,276,12/03/21,19
1,748948105,0,11/05/21,7:21:29,11/05/21,SafeSt,,,,,,12/03/21,19
1,748948105,0,11/09/21,7:19:40,11/09/21,SafeSt,SafetyStock,,,30.000-,748,12/03/21,19
1,748948105,660,11/17/21,7:18:55,12/03/21,SchAgr,F3LRNH4/00001,12/02/21,30,30,292,12/03/21,19
1,748948105,0,10/28/21,7:19:11,10/28/21,SafeSt,,,,,,12/03/21,19
1,748948105,0,10/22/21,7:19:24,10/22/21,SafeSt,,,,,,12/03/21,19
1,748948105,761,11/11/21,7:18:50,11/23/21,SchAgr,F3LRNH4/00001,11/22/21,30,30,218,12/03/21,19
1,748948105,0,11/12/21,7:18:57,11/12/21,SafeSt,SafetyStock,,,30.000-,556,12/03/21,19
1,748948105,461,11/12/21,7:18:57,11/19/21,SchAgr,F3LRNH4/00001*,11/18/21,10,30,338,12/03/21,19
1,748948105,0,11/29/21,4:04:12,11/29/21,SafeSt,SafetyStock,,,30.000-,307,12/03/21,19
1,748948105,62,11/04/21,7:20:59,11/05/21,ShipNt,,,,,,12/03/21,19
1,748948105,88,11/18/21,7:19:19,11/19/21,ShipNt,0185485589/F3LRNH4,11/18/21,10,150,457,12/03/21,19
1,748948105,293,11/06/21,7:21:24,11/12/21,SchAgr,,,,,,12/03/21,19
1,748948105,368,11/19/21,7:18:50,11/30/21,SchAgr,F3LRNH4/00001*,11/29/21,10,180,455,12/03/21,19
1,748948105,140,11/17/21,7:18:55,11/19/21,ShipNt,0185485589/F3LRNH4,11/18/21,10,150,459,12/03/21,19
1,748948105,623,11/01/21,4:06:49,11/12/21,SchAgr,,,,,,12/03/21,19
1,748948105,35,11/29/21,4:04:12,11/30/21,ShipNt,0185500922/F3LRNH4,11/29/21,10,180,454,12/03/21,19
1,748948105,235,11/29/21,4:04:12,12/03/21,ShipNt,0185505141/F3LRNH4,12/02/21,10,180,435,12/03/21,19
1,748948105,0,11/20/21,7:18:43,11/20/21,SafeSt,SafetyStock,,,30.000-,393,12/03/21,19
1,748948105,0,11/10/21,7:18:58,11/10/21,SafeSt,SafetyStock,,,30.000-,672,12/03/21,19
1,748948105,0,11/17/21,7:18:55,11/17/21,SafeSt,SafetyStock,,,30.000-,447,12/03/21,19
1,748948105,0,11/18/21,7:19:19,11/18/21,SafeSt,SafetyStock,,,30.000-,393,12/03/21,19
1,748948105,656,11/18/21,7:19:19,12/03/21,SchAgr,F3LRNH4/00001,12/02/21,30,30,282,12/03/21,19
1,748948105,0,11/02/21,7:21:39,11/02/21,SafeSt,,,,,,12/03/21,19
1,748948105,385,11/30/21,7:18:59,12/07/21,SchAgr,F3LRNH4/00001*,12/06/21,10,240,498,12/03/21,19
1,748948105,0,10/30/21,7:21:45,10/30/21,SafeSt,,,,,,12/03/21,19
1,748948105,0,11/01/21,4:06:49,11/01/21,SafeSt,,,,,,12/03/21,19
1,748948105,204,11/30/21,7:18:59,12/03/21,ShipNt,0185505141/F3LRNH4,12/02/21,10,180,438,12/03/21,19
1,748948105,197,11/16/21,7:18:51,11/19/21,ShipNt,0185485589/F3LRNH4,11/18/21,10,150,459,12/03/21,19
1,748948105,757,11/13/21,7:18:56,11/30/21,SchAgr,F3LRNH4/00001,11/29/21,30,60,277,12/03/21,19
1,748948105,0,10/26/21,7:19:26,10/26/21,SafeSt,,,,,,12/03/21,19
1,748948105,0,11/04/21,7:20:59,11/04/21,SafeSt,,,,,,12/03/21,19
1,748948105,574,11/19/21,7:18:50,12/03/21,SchAgr,F3LRNH4/00001,12/02/21,30,30,280,12/03/21,19
1,748948105,0,11/30/21,7:18:59,11/30/21,SafeSt,SafetyStock,,,30.000-,460,12/03/21,19
1,748948105,0,12/02/21,7:18:57,12/02/21,SafeSt,SafetyStock,,,30.000-,491,12/03/21,19
1,748948105,300,11/15/21,4:04:04,11/19/21,ShipNt,0185485589/F3LRNH4,11/18/21,10,150,457,12/03/21,19
1,748948105,0,10/23/21,7:19:09,10/23/21,SafeSt,,,,,,12/03/21,19
