mandt,matnr,aline,cdate,ctime,dat00,delb0,extra,umdat,auskt,mng01,mng02,p_ingestday,p_ingesttime
1,795148603,211,11/03/21,7:22:21,11/05/21,ShipNt,,,,,,12/03/21,19
1,795148603,594,11/09/21,7:20:10,11/16/21,SchAgr,F3LRNHH/00001*,11/15/21,10,240,622,12/03/21,19
1,795148603,409,11/29/21,4:04:41,12/03/21,ShipNt,0185505116/F3LRNHH,12/02/21,10,280,627,12/03/21,19
1,795148603,0,11/05/21,7:22:35,11/05/21,SafeSt,,,,,,12/03/21,19
1,795148603,0,11/03/21,7:22:21,11/03/21,SafeSt,,,,,,12/03/21,19
1,795148603,0,11/19/21,7:19:20,11/19/21,SafeSt,SafetyStock,,,80.000-,629,12/03/21,19
1,795148603,884,11/15/21,4:04:33,11/30/21,SchAgr,F3LRNHH/00001,11/29/21,30,80,372,12/03/21,19
1,795148603,501,11/19/21,7:19:20,11/30/21,SchAgr,F3LRNHH/00001*,11/29/21,10,280,651,12/03/21,19
1,795148603,0,11/22/21,4:04:46,11/22/21,SafeSt,SafetyStock,,,80.000-,696,12/03/21,19
1,795148603,384,12/02/21,7:19:28,12/07/21,ShipNt,0185508800/F3LRNHH,12/06/21,10,320,685,12/03/21,19
1,795148603,675,10/30/21,7:22:53,11/09/21,SchAgr,,,,,,12/03/21,19
1,795148603,0,10/28/21,7:19:41,10/28/21,SafeSt,,,,,,12/03/21,19
1,795148603,388,11/15/21,4:04:33,11/19/21,ShipNt,0185485589/F3LRNHH,11/18/21,10,280,627,12/03/21,19
1,795148603,0,12/02/21,7:19:28,12/02/21,SafeSt,SafetyStock,,,80.000-,747,12/03/21,19
1,795148603,313,11/30/21,7:19:28,12/03/21,ShipNt,0185505116/F3LRNHH,12/02/21,10,280,628,12/03/21,19
1,795148603,0,11/06/21,7:22:31,11/06/21,SafeSt,,,,,,12/03/21,19
1,795148603,0,11/30/21,7:19:28,11/30/21,SafeSt,SafetyStock,,,80.000-,659,12/03/21,19
1,795148603,0,10/27/21,7:19:39,10/27/21,SafeSt,,,,,,12/03/21,19
1,795148603,0,12/01/21,7:19:23,12/01/21,SafeSt,SafetyStock,,,80.000-,858,12/03/21,19
1,795148603,0,11/11/21,7:19:18,11/11/21,SafeSt,SafetyStock,,,80.000-,773,12/03/21,19
1,795148603,578,11/30/21,7:19:28,12/07/21,SchAgr,F3LRNHH/00001*,12/06/21,10,280,644,12/03/21,19
1,795148603,322,11/22/21,4:04:46,11/30/21,SchAgr,F3LRNHH/00001*,11/29/21,10,280,656,12/03/21,19
1,795148603,0,11/18/21,7:19:47,11/18/21,SafeSt,SafetyStock,,,80.000-,431,12/03/21,19
1,795148603,461,11/03/21,7:22:21,11/09/21,ShipNt,,,,,,12/03/21,19
1,795148603,961,11/29/21,4:04:41,12/10/21,SchAgr,F3LRNHH/00001,12/09/21,30,40,397,12/03/21,19
1,795148603,0,10/25/21,4:05:13,10/25/21,SafeSt,,,,,,12/03/21,19
1,795148603,0,11/13/21,7:19:26,11/13/21,SafeSt,SafetyStock,,,80.000-,558,12/03/21,19
1,795148603,0,11/15/21,4:04:33,11/15/21,SafeSt,SafetyStock,,,80.000-,733,12/03/21,19
1,795148603,0,10/23/21,7:19:39,10/23/21,SafeSt,,,,,,12/03/21,19
1,795148603,0,11/29/21,4:04:41,11/29/21,SafeSt,SafetyStock,,,80.000-,473,12/03/21,19
1,795148603,86,11/18/21,7:19:47,11/19/21,ShipNt,0185485589/F3LRNHH,11/18/21,10,280,627,12/03/21,19
