mandt,matnr,aline,cdate,ctime,dat00,delb0,extra,umdat,auskt,mng01,mng02,p_ingestday,p_ingesttime
1,874696710,0,10/23/21,7:20:49,10/23/21,SafeSt,,,,,,12/03/21,19
1,874696710,0,10/25/21,4:06:25,10/25/21,SafeSt,,,,,,12/03/21,19
1,874696710,0,11/02/21,7:25:45,11/02/21,SafeSt,,,,,,12/03/21,19
1,874696710,0,10/30/21,7:25:58,10/30/21,SafeSt,,,,,,12/03/21,19
1,874696710,0,10/27/21,7:20:55,10/27/21,SafeSt,,,,,,12/03/21,19
1,874696710,0,11/06/21,7:25:29,11/06/21,SafeSt,,,,,,12/03/21,19
1,874696710,0,10/22/21,7:21:11,10/22/21,SafeSt,,,,,,12/03/21,19
1,874696710,18,10/23/21,7:20:49,10/25/21,ShipNt,,,,,,12/03/21,19
1,874696710,0,11/09/21,7:21:17,11/09/21,SafeSt,SafetyStock,,,15.000-,114,12/03/21,19
1,874696710,160,11/22/21,4:05:58,12/23/21,SchAgr,F3KYLPX/00001,12/22/21,30,45,95,12/03/21,19
1,874696710,0,11/01/21,4:11:10,11/01/21,SafeSt,,,,,,12/03/21,19
1,874696710,0,10/29/21,7:21:16,10/29/21,SafeSt,,,,,,12/03/21,19
1,874696710,0,11/22/21,4:05:58,11/22/21,SafeSt,SafetyStock,,,15.000-,101,12/03/21,19
1,874696710,0,11/03/21,7:25:17,11/03/21,SafeSt,,,,,,12/03/21,19
1,874696710,0,11/11/21,7:20:26,11/11/21,SafeSt,SafetyStock,,,15.000-,78,12/03/21,19
1,874696710,0,11/12/21,7:20:36,11/12/21,SafeSt,SafetyStock,,,15.000-,80,12/03/21,19
1,874696710,0,11/20/21,7:20:21,11/20/21,SafeSt,SafetyStock,,,15.000-,78,12/03/21,19
1,874696710,0,11/18/21,7:20:59,11/18/21,SafeSt,SafetyStock,,,15.000-,72,12/03/21,19
1,874696710,0,12/01/21,7:20:33,12/01/21,SafeSt,SafetyStock,,,15.000-,73,12/03/21,19
1,874696710,0,11/16/21,7:20:24,11/16/21,SafeSt,SafetyStock,,,15.000-,89,12/03/21,19
1,874696710,2,10/25/21,4:06:25,10/25/21,ShipNt,,,,,,12/03/21,19
1,874696710,0,12/02/21,7:20:39,12/02/21,SafeSt,SafetyStock,,,15.000-,57,12/03/21,19
1,874696710,0,11/15/21,4:05:43,11/15/21,SafeSt,SafetyStock,,,15.000-,57,12/03/21,19
1,874696710,0,11/17/21,7:20:33,11/17/21,SafeSt,SafetyStock,,,15.000-,78,12/03/21,19
1,874696710,0,10/28/21,7:20:52,10/28/21,SafeSt,,,,,,12/03/21,19
1,874696710,0,10/26/21,7:21:09,10/26/21,SafeSt,,,,,,12/03/21,19
1,874696710,152,11/13/21,7:20:36,12/02/21,SchAgr,F3KYLPX/00001,12/01/21,30,45,107,12/03/21,19
1,874696710,0,11/10/21,7:20:38,11/10/21,SafeSt,SafetyStock,,,15.000-,95,12/03/21,19
1,874696710,0,11/08/21,4:06:14,11/08/21,SafeSt,SafetyStock,,,15.000-,75,12/03/21,19
1,874696710,0,11/04/21,7:25:04,11/04/21,SafeSt,,,,,,12/03/21,19
1,874696710,0,11/30/21,7:20:32,11/30/21,SafeSt,SafetyStock,,,15.000-,88,12/03/21,19
