mandt,lifnr,delnote,trailer,matnr,mblnr,itmno,erdat,erfmg,meins,ebeln,ebelp,werks,lgort,bwart,rct_ident,crttime,status,shkzg,vbeln,bolnr,p_ingestday,p_ingesttime
1,18945311,68102991,12692,947015904,5021734142,4,10/26/2021,150,PC,F3MNLRH,1,MC10,YLC5,101,,11:06:00,X,S,185432916,11836668,12/3/2021,19
1,18945311,68151368,12366,947015904,5023850183,4,11/23/2021,150,PC,F3MNLRH,1,MC10,YLC5,101,,3:03:17,V,S,185493899,11959661,12/3/2021,19
1,18945311,68121256,52215,947015904,5022577746,4,11/5/2021,210,PC,F3MNLRH,1,MC10,YLC5,101,,23:17:27,X,S,185453425,11878798,12/3/2021,19
1,18945311,68107792,52586,947015904,5021962880,4,10/28/2021,300,PC,F3MNLRH,1,MC10,YLC5,101,,22:27:31,X,S,185437528,11847875,12/3/2021,19
1,18945311,68138866,12338,947015904,5023347251,3,11/16/2021,210,PC,F3MNLRH,1,MC10,YLC5,101,,12:35:44,X,S,185477150,11929192,12/3/2021,19
1,18945311,68165295,12083,947015904,5024236613,4,12/1/2021,120,PC,F3MNLRH,1,MC10,YLC5,101,,22:13:23,V,S,185501856,11990638,12/3/2021,19
1,18945311,68126249,52304,947015904,5022801337,4,11/9/2021,150,PC,F3MNLRH,1,MC10,YLC5,101,,12:49:50,X,S,185460584,11897976,12/3/2021,19
1,18945311,68169785,B5029,947015904,5024164885,4,12/1/2021,180,PC,F3MNLRH,1,MC10,YLC5,101,,3:31:12,V,S,185504285,12001960,12/3/2021,19
1,18945311,68129619,B5101,947015904,5022937748,4,11/11/2021,300,PC,F3MNLRH,1,MC10,YLC5,101,,0:05:07,X,S,185467033,11909225,12/3/2021,19
1,18945311,68183380,58497S,947015904,5024708686,4,12/8/2021,180,PC,F3MNLRH,1,MC10,YLC5,101,,7:14:06,V,S,185514676,12032554,12/10/2021,9
1,18945311,68178526,B5051,947015904,5024709404,4,12/8/2021,90,PC,F3MNLRH,1,MC10,YLC5,101,,7:16:05,V,S,185510089,12021137,12/10/2021,9
1,18945311,68193383,52276,947015904,5025280426,4,12/15/2021,90,PC,F3MNLRH,1,MC10,YLC5,101,,22:31:22,V,S,185521516,12051746,12/17/2021,9
1,18945311,68197878,58012,947015904,5025424316,4,12/17/2021,210,PC,F3MNLRH,1,MC10,YLC5,101,,11:22:28,V,S,185527811,12062849,12/19/2021,9
1,18945311,68206289,58367S,947015904,5025689572,4,12/21/2021,180,PC,F3MNLRH,1,MC10,YLC5,101,,12:55:16,V,S,185539377,12083022,12/23/2021,9
1,18945311,68219168,58917S,947015904,5000214659,5,1/6/2022,240,EA,F3MNLRH,1,MC10,YLC5,101,,13:16:51,V,S,185575598,12141485,1/8/2022,9
1,18945311,68222571,A8023,947015904,5000299059,4,1/7/2022,240,PC,F3MNLRH,1,MC10,YLC5,101,,11:32:52,V,S,185560956,12154159,1/9/2022,9
1,18945311,68228002,B5054,947015904,5000719105,4,1/13/2022,180,PC,F3MNLRH,1,MC10,YLC5,101,,2:41:43,V,S,185577937,12174314,1/15/2022,9
1,18945311,68230321,52750,947015904,5000787184,4,1/13/2022,210,PC,F3MNLRH,1,MC10,YLC5,101,,20:08:19,V,S,185581772,121885301,1/15/2022,9
1,18945311,68235613,A8097,947015904,5001069820,4,1/19/2022,150,PC,F3MNLRH,1,MC10,YLC5,101,,21:28:48,V,S,185593509,12203977,1/21/2022,9
1,18945311,68239293,58722S,947015904,5001091695,3,1/20/2022,270,PC,F3MNLRH,1,MC10,YLC5,101,,2:37:52,V,S,185598191,12215285,1/22/2022,9
1,18945311,68246125,52967S,947015904,5001594276,4,1/26/2022,210,PC,F3MNLRH,1,MC10,YLC5,101,,14:14:32,X,S,185606616,12232428,1/28/2022,9
