material,plant,mrp_area,demand_date,mrp_element_cd,shipping_notification,container_info,mrp_element,change_quantity,total_quantity,storage_location,supplier_nr,planner,split_indicator,line_index,document_uuid,sid_client,snapdate,snaptime,load_date,load_timestamp,_load_date
7420657-10,MC10,,05/24/21,SB,,,DepReq,-4,467,PLT1,,114,,23,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/24/21,SB,,,DepReq,-139,328,PLT1,,114,,24,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/24/21,SB,,,DepReq,-46,282,PLT1,,114,,25,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/25/21,LE,,,SchAgr,273,556,,21420511,114,,10,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/25/21,SB,,,DepReq,-4,552,PLT1,,114,,11,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/25/21,SB,,,DepReq,-4,548,PLT1,,114,,12,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/25/21,SB,,,DepReq,-39,509,PLT1,,114,,13,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/25/21,SB,,,DepReq,-25,484,PLT1,,114,,14,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/25/21,LE,,,SchAgr,273,555,,21420511,114,,26,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/25/21,SB,,,DepReq,-3,552,PLT1,,114,,27,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/25/21,SB,,,DepReq,-3,549,PLT1,,114,,28,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/25/21,SB,,,DepReq,-39,510,PLT1,,114,,29,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/25/21,SB,,,DepReq,-25,485,PLT1,,114,,30,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/26/21,SB,,,DepReq,-1,550,PLT1,,114,,3,467f68a178dff6d98e8783ecf7178528,MCP,6/16/21,10:25.0,6/16/21,35:31.0,6/16/21
7420657-10,MC10,,05/26/21,SB,,,DepReq,-1,482,PLT1,,114,,3,d4044ecc293016375b00640e987ba84b,MCP,6/20/21,10:25.0,6/20/21,35:38.0,6/20/21
7420657-10,MC10,,05/26/21,LE,,,SchAgr,294,778,,21420511,114,,15,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/26/21,SB,,,DepReq,-3,775,PLT1,,114,,16,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/26/21,SB,,,DepReq,-1,774,PLT1,,114,,17,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/26/21,SB,,,DepReq,-154,620,PLT1,,114,,18,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/26/21,SB,,,DepReq,-44,576,PLT1,,114,,19,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/26/21,LE,,,SchAgr,294,779,,21420511,114,,31,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/26/21,SB,,,DepReq,-4,775,PLT1,,114,,32,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/26/21,SB,,,DepReq,-3,772,PLT1,,114,,33,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/26/21,SB,,,DepReq,-153,619,PLT1,,114,,34,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/26/21,SB,,,DepReq,-44,575,PLT1,,114,,35,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/27/21,FH,,,----->,0,576,,,114,,20,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/27/21,LE,,,SchAgr,189,765,,21420511,114,,21,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/27/21,SB,,,DepReq,-5,760,PLT1,,114,,22,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/27/21,SB,,,DepReq,-2,758,PLT1,,114,,23,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/27/21,SB,,,DepReq,-224,534,PLT1,,114,,24,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/27/21,SB,,,DepReq,-40,494,PLT1,,114,,25,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/27/21,LE,,,SchAgr,189,764,,21420511,114,,36,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/27/21,SB,,,DepReq,-5,759,PLT1,,114,,37,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/27/21,SB,,,DepReq,-1,758,PLT1,,114,,38,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/27/21,SB,,,DepReq,-225,533,PLT1,,114,,39,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/27/21,SB,,,DepReq,-41,492,PLT1,,114,,40,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/28/21,LE,,,SchAgr,378,872,,21420511,114,,26,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/28/21,SB,,,DepReq,-10,862,PLT1,,114,,27,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/28/21,SB,,,DepReq,-1,861,PLT1,,114,,28,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/28/21,SB,,,DepReq,-210,651,PLT1,,114,,29,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/28/21,SB,,,DepReq,-69,582,PLT1,,114,,30,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/28/21,LE,,,SchAgr,441,933,,21420511,114,,41,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/28/21,SB,,,DepReq,-9,924,PLT1,,114,,42,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/28/21,SB,,,DepReq,-2,922,PLT1,,114,,43,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/28/21,SB,,,DepReq,-70,641,PLT1,,114,,45,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/29/21,SB,,,DepReq,-2,580,PLT1,,114,,31,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/29/21,SB,,,DepReq,-1,579,PLT1,,114,,32,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/29/21,SB,,,DepReq,-144,435,PLT1,,114,,33,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/29/21,SB,,,DepReq,-48,387,PLT1,,114,,34,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,05/29/21,SB,,,DepReq,-4,637,PLT1,,114,,46,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/29/21,SB,,,DepReq,-1,636,PLT1,,114,,47,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/29/21,SB,,,DepReq,-143,493,PLT1,,114,,48,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,05/29/21,SB,,,DepReq,-46,447,PLT1,,114,,49,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/01/21,LE,,,SchAgr,252,639,,21420511,114,,35,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/01/21,SB,,,DepReq,-9,630,PLT1,,114,,36,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/01/21,SB,,,DepReq,-2,628,PLT1,,114,,37,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/01/21,SB,,,DepReq,-67,561,PLT1,,114,,38,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/01/21,SB,,,DepReq,-32,529,PLT1,,114,,39,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/01/21,LE,,,SchAgr,315,762,,21420511,114,,50,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/01/21,PP,,,IndReq,-25,737,,,114,,51,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/01/21,SB,,,DepReq,-6,731,PLT1,,114,,52,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/01/21,SB,,,DepReq,-1,730,PLT1,,114,,53,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/01/21,SB,,,DepReq,-65,665,PLT1,,114,,54,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/01/21,SB,,,DepReq,-20,645,PLT1,,114,,55,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/02/21,LE,,,SchAgr,210,739,,21420511,114,,40,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/02/21,SB,,,DepReq,-5,734,PLT1,,114,,41,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/02/21,SB,,,DepReq,-1,733,PLT1,,114,,42,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/02/21,SB,,,DepReq,-172,561,PLT1,,114,,43,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/02/21,SB,,,DepReq,-95,466,PLT1,,114,,44,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/02/21,LE,,,SchAgr,231,876,,21420511,114,,56,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/02/21,PP,,,IndReq,-328,548,,,114,,57,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/02/21,SB,,,DepReq,-1,547,PLT1,,114,,58,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/02/21,SB,,,DepReq,-1,546,PLT1,,114,,59,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/03/21,LE,,,SchAgr,210,676,,21420511,114,,45,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/03/21,SB,,,DepReq,-7,669,PLT1,,114,,46,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/03/21,SB,,,DepReq,-2,667,PLT1,,114,,47,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/03/21,SB,,,DepReq,-188,479,PLT1,,114,,48,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/03/21,SB,,,DepReq,-40,439,PLT1,,114,,49,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/03/21,LE,,,SchAgr,189,735,,21420511,114,,60,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/03/21,PP,,,IndReq,-295,440,,,114,,61,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/04/21,LE,,,SchAgr,504,943,,21420511,114,,50,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/04/21,PP,,,IndReq,-8,935,,,114,,51,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/04/21,SB,,,DepReq,-7,928,PLT1,,114,,52,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/04/21,SB,,,DepReq,-199,729,PLT1,,114,,53,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/04/21,SB,,,DepReq,-12,717,PLT1,,114,,54,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/04/21,LE,,,SchAgr,441,881,,21420511,114,,62,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/04/21,PP,,,IndReq,-234,647,,,114,,63,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/05/21,PP,,,IndReq,-205,512,,,114,,55,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/05/21,SB,,,DepReq,-1,511,PLT1,,114,,56,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/05/21,SB,,,DepReq,-1,510,PLT1,,114,,57,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/05/21,PP,,,IndReq,-187,460,,,114,,64,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/07/21,LE,,,SchAgr,231,741,,21420511,114,,58,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/07/21,PP,,,IndReq,-242,499,,,114,,59,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/07/21,LE,,,SchAgr,210,670,,21420511,114,,65,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/07/21,PP,,,IndReq,-221,449,,,114,,66,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/08/21,LE,,,SchAgr,231,730,,21420511,114,,60,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/08/21,PP,,,IndReq,-255,475,,,114,,61,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/08/21,LE,,,SchAgr,231,680,,21420511,114,,67,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/08/21,PP,,,IndReq,-220,460,,,114,,68,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/09/21,LE,,,SchAgr,231,706,,21420511,114,,62,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/09/21,PP,,,IndReq,-238,468,,,114,,63,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/09/21,LE,,,SchAgr,231,691,,21420511,114,,69,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/09/21,PP,,,IndReq,-226,465,,,114,,70,728e1a6a8a053e03ad3ffe79c3f38bed,MCP,5/20/21,12:42.0,5/20/21,35:00.0,5/20/21
7420657-10,MC10,,06/10/21,LE,,,SchAgr,189,657,,21420511,114,,64,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
7420657-10,MC10,,06/10/21,PP,,,IndReq,-230,427,,,114,,65,3ce6f0378b7f3faf893c7e3d0ef3f882,MCP,5/23/21,11:05.0,5/23/21,36:00.0,5/23/21
