mandt,lifnr,delnote,trailer,matnr,mblnr,itmno,erdat,erfmg,meins,ebeln,ebelp,werks,lgort,bwart,rct_ident,crttime,status,shkzg,vbeln,bolnr,p_ingestday,p_ingesttime
1,24446310,81227280,5160973,741788607,5022120491,4,10/31/2021,240,PC,F3KXYFG,1,MC10,YLC1,101,,19:38:36,X,S,185454782,1130464,12/3/2021,19
1,24446310,81227472,5150402,741788607,5023302899,4,11/16/2021,240,PC,F3KXYFG,1,MC10,YLC1,101,,2:49:20,X,S,185487170,1135810,12/3/2021,19
1,24446310,81227389,5160831,741788607,5022854193,3,11/10/2021,240,PC,F3KXYFG,1,MC10,YLC1,101,,2:10:49,X,S,185474192,1133794,12/3/2021,19
1,24446310,81227372,24015,741788607,5022754265,2,11/9/2021,160,PC,F3KXYFG,1,MC10,YLC1,101,,1:08:41,X,S,185470664,1133301,12/3/2021,19
1,24446310,81227173,5140192,741788607,5021601003,3,10/25/2021,400,PC,F3KXYFG,1,MC10,YLC1,101,,0:42:07,X,S,185439202,1127985,12/3/2021,19
1,24446310,81227361,342094,741788607,5022582339,1,11/6/2021,240,PC,F3KXYFG,1,MC10,YLC1,101,,0:53:05,X,S,185466979,1132750,12/3/2021,19
1,24446310,81227286,6150542,741788607,5022271481,4,11/2/2021,240,PC,F3KXYFG,1,MC10,YLC1,101,,13:25:58,X,S,185455632,1130779,12/3/2021,19
1,24446310,81227644,5140197,741788607,5024064553,4,11/30/2021,240,PC,F3KXYFG,1,MC10,YLC1,101,,1:06:41,V,S,185505948,1139645,12/3/2021,19
1,24446310,81227442,5160882,741788607,5023124705,5,11/13/2021,320,PC,F3KXYFG,1,MC10,YLC1,101,,1:36:41,X,S,185483238,1135244,12/3/2021,19
1,24446310,81227403,643272,741788607,5022964903,1,11/11/2021,320,PC,F3KXYFG,1,MC10,YLC1,101,,6:31:41,X,S,185477176,1134246,12/3/2021,19
1,24446310,81227336,5150501,741788607,5022507747,1,11/5/2021,240,PC,F3KXYFG,1,MC10,YLC1,101,,4:04:31,X,S,185464002,1132077,12/3/2021,19
1,24446310,81227184,5171152,741788607,5021694352,4,10/26/2021,400,PC,F3KXYFG,1,MC10,YLC1,101,,1:12:54,X,S,185440983,1128312,12/3/2021,19
1,24446310,81227671,606443,741788607,5024157245,2,12/1/2021,160,PC,F3KXYFG,1,MC10,YLC1,101,,1:33:08,V,S,185507800,1140096,12/3/2021,19
1,24446310,81227327,5140298,741788607,5022406305,3,11/4/2021,320,PC,F3KXYFG,1,MC10,YLC1,101,,1:09:55,X,S,185460529,1131707,12/3/2021,19
1,24446310,81227365,663162,741788607,5022654166,2,11/8/2021,320,PC,F3KXYFG,1,MC10,YLC1,101,,0:16:31,X,S,185469064,1132959,12/3/2021,19
1,24446310,81227248,643023,741788607,5021976768,3,10/29/2021,480,PC,F3KXYFG,1,MC10,YLC1,101,,2:05:01,X,S,185450463,1129581,12/3/2021,19
1,24446310,81227228,643063,741788607,5021882848,2,10/28/2021,160,PC,F3KXYFG,1,MC10,YLC1,101,,2:08:30,X,S,185447390,1129197,12/3/2021,19
1,24446310,81227459,5140247,741788607,5023207517,1,11/15/2021,240,PC,F3KXYFG,1,MC10,YLC1,101,,1:20:27,X,S,185485323,1135491,12/3/2021,19
1,24446310,81227204,731007,741788607,5021790400,4,10/27/2021,240,PC,F3KXYFG,1,MC10,YLC1,101,,1:54:26,X,S,185444052,1128781,12/3/2021,19
1,24446310,81227683,663220,741788607,5024250058,3,12/2/2021,400,PC,F3KXYFG,1,MC10,YLC1,101,,1:14:26,X,S,185510064,1140538,12/3/2021,19
1,24446310,81227581,5171144,741788607,5023844815,1,11/23/2021,160,PC,F3KXYFG,1,MC10,YLC1,101,,1:37:43,X,S,185497894,1138272,12/3/2021,19
1,24446310,81227173,5140192,741788607,5021868274,1,10/27/2021,1,PC,F3KXYFG,1,MC10,HLD1,124,,22:58:35,V,H,185439202,1127985,12/3/2021,19
1,24446310,81227612,606432,741788607,5023994733,2,11/24/2021,160,PC,F3KXYFG,1,MC10,YLC1,101,,23:21:39,V,S,185501730,1139010,12/3/2021,19
1,24446310,81227308,6150528,741788607,5022314616,4,11/3/2021,160,PC,F3KXYFG,1,MC10,YLC1,101,,1:11:51,X,S,185457507,1131262,12/3/2021,19
1,24446310,81227596,643082,741788607,5023935794,3,11/24/2021,320,PC,F3KXYFG,1,MC10,YLC1,101,,2:07:44,X,S,185499850,1138574,12/3/2021,19
1,24446310,81227419,342074,741788607,5023036521,4,11/12/2021,160,PC,F3KXYFG,1,MC10,YLC1,101,,1:50:56,X,S,185480172,1134643,12/3/2021,19
1,24446310,81227278,6140249,741788607,5022073678,5,10/30/2021,320,PC,F3KXYFG,1,MC10,YLC1,101,,1:57:33,X,S,185453422,1130245,12/3/2021,19
1,24446310,81227703,342017,741788607,5024369100,3,12/3/2021,400,PC,F3KXYFG,1,MC10,YLC1,101,,9:40:19,V,S,185512965,1140947,12/5/2021,9
1,24446310,81227730,606450,741788607,5024424702,3,12/4/2021,320,PC,F3KXYFG,1,MC10,YLC1,101,,0:19:55,V,S,185513802,1141578,12/6/2021,9
1,24446310,81227733,5110006,741788607,5024486602,4,12/4/2021,240,PC,F3KXYFG,1,MC10,YLC1,101,,17:52:02,V,S,185514862,13216515,12/6/2021,9
1,24446310,81227742,342084,741788607,5024601690,4,12/7/2021,240,PC,F3KXYFG,1,MC10,YLC1,101,,2:07:14,X,S,185516515,1142127,12/9/2021,9
1,24446310,81227778,643253,741788607,5024685933,3,12/8/2021,160,PC,F3KXYFG,1,MC10,YLC1,101,,0:53:54,X,S,185518610,1142603,12/10/2021,9
1,24446310,81227789,643098,741788607,5024777204,2,12/9/2021,240,PC,F3KXYFG,1,MC10,YLC1,101,,1:45:25,V,S,185521467,1143045,12/11/2021,9
1,24446310,81227807,342080,741788607,5024863577,2,12/10/2021,400,EA,F3KXYFG,1,MC10,YLC1,101,,1:22:15,V,S,185524910,1143447,12/12/2021,9
1,24446310,81227815,5130024,741788607,5024954136,2,12/11/2021,480,EA,F3KXYFG,1,MC10,YLC1,101,,2:14:25,V,S,185527679,1144039,12/13/2021,9
1,24446310,81227816,5160980,741788607,5024995915,2,12/12/2021,240,EA,F3KXYFG,1,MC10,YLC1,101,,18:39:16,V,S,185529818,1144307,12/14/2021,9
1,24446310,81227821,606288,741788607,5025191439,2,12/14/2021,320,EA,F3KXYFG,1,MC10,YLC1,101,,22:06:22,V,S,185532485,1200812,12/16/2021,9
1,24446310,81227822,342084,741788607,5025222422,1,12/15/2021,48,EA,F3KXYFG,1,MC10,YLC5,101,,5:58:47,X,S,,,12/17/2021,9
1,24446310,81227832,643023,741788607,5025321858,2,12/16/2021,320,EA,F3KXYFG,1,MC10,YLC1,101,,8:53:02,V,S,185535279,1200881,12/18/2021,9
1,24446310,81227838,606416,741788607,5025292708,2,12/16/2021,400,EA,F3KXYFG,1,MC10,YLC1,101,,0:32:08,X,S,185538339,1200938,12/18/2021,9
1,24446310,81227845,606271,741788607,5025382382,2,12/17/2021,320,EA,F3KXYFG,1,MC10,YLC1,101,,0:36:48,V,S,185541928,1203684,12/19/2021,9
1,24446310,81227849,22423,741788607,5025478183,2,12/18/2021,160,EA,F3KXYFG,1,MC10,YLC1,101,,2:35:15,V,S,185545332,1204270,12/20/2021,9
1,24446310,81227856,342066,741788607,5025555320,2,12/20/2021,240,EA,F3KXYFG,1,MC10,YLC1,101,,2:01:24,X,S,185546866,1204639,12/22/2021,9
1,24446310,81227862,643256,741788607,5025637603,2,12/20/2021,160,EA,F3KXYFG,1,MC10,YLC1,101,,23:49:19,V,S,185549977,1204985,12/22/2021,9
1,24446310,81227870,6150535,741788607,5025727497,4,12/22/2021,80,PC,F3KXYFG,1,MC10,YLC1,101,,0:43:27,V,S,185551818,1205358,12/24/2021,9
1,24446310,81227900,5160794,741788607,5000003724,5,1/3/2022,80,PC,F3KXYFG,1,MC10,YLC1,101,,11:50:34,V,S,185558487,1206123,1/5/2022,9
1,24446310,81227922,606407,741788607,5000065679,4,1/5/2022,160,PC,F3KXYFG,1,MC10,YLC1,101,,0:12:04,V,S,185572802,1207009,1/7/2022,9
1,24446310,81227935,5171145,741788607,5000165448,6,1/6/2022,240,PC,F3KXYFG,1,MC10,YLC1,101,,0:56:18,V,S,185575584,1207418,1/8/2022,9
1,24446310,81227968,643370,741788607,5000257654,1,1/7/2022,160,PC,F3KXYFG,1,MC10,YLC1,101,,0:19:53,X,S,185578388,1207805,1/9/2022,9
1,24446310,81227983,731002,741788607,5000341003,3,1/8/2022,80,PC,F3KXYFG,1,MC10,YLC1,101,,0:10:52,V,S,185580160,1208482,1/10/2022,9
1,24446310,81227986,24795,741788607,5000394160,1,1/8/2022,160,PC,F3KXYFG,1,MC10,YLC1,101,,17:00:58,V,S,185582836,1208788,1/10/2022,9
1,24446310,81227994,5150414,741788607,5000513348,3,1/11/2022,240,PC,F3KXYFG,1,MC10,YLC1,101,,0:21:38,X,S,185584575,1029110,1/13/2022,9
1,24446310,81228022,5160980,741788607,5000616435,3,1/12/2022,160,PC,F3KXYFG,1,MC10,YLC1,101,,1:28:33,X,S,185587441,1209564,1/14/2022,9
1,24446310,81228043,643297,741788607,5000705249,4,1/12/2022,80,PC,F3KXYFG,1,MC10,YLC1,101,,23:49:08,V,S,185590864,1210057,1/14/2022,9
1,24446310,81228072,5150473,741788607,5000807903,2,1/14/2022,240,PC,F3KXYFG,1,MC10,YLC1,101,,1:05:18,X,S,185593602,1210460,1/16/2022,9
